Name,logfc,pvals_adj,celltype,fc
SLCO2B1,5.4754214,3.5325403236744126e-50,Macrophage Cell,44.49038
GIMAP4,6.160744,6.967381085484466e-50,Macrophage Cell,71.543274
CTSH,4.143462,8.705533301774545e-50,Macrophage Cell,17.672842
IRF8,7.0359497,6.138434240423944e-49,Macrophage Cell,131.22963
NCKAP1L,7.801995,1.922195809813384e-47,Macrophage Cell,223.16931
LSP1,3.837966,1.4061952880349153e-47,Macrophage Cell,14.300225
FMNL1,5.9623203,3.8499073276080886e-47,Macrophage Cell,62.350117
VSIG4,9.249196,1.230760412133195e-46,Macrophage Cell,608.5348
SLC9A9,4.417317,2.121714531298933e-45,Macrophage Cell,21.367067
PLXNC1,4.458161,3.803261247603103e-45,Macrophage Cell,21.98063
F13A1,8.620197,5.653014034495026e-44,Macrophage Cell,393.49387
PRKCB,5.751829,1.0091815893452785e-43,Macrophage Cell,53.885647
ITGB2,6.4160814,3.838368024141459e-43,Macrophage Cell,85.3951
LPXN,6.1136117,1.8554143299668982e-42,Macrophage Cell,69.24374
CD84,7.1761103,1.0466817571278631e-41,Macrophage Cell,144.6187
CFP,7.176943,3.5497949057058417e-41,Macrophage Cell,144.70218
HCST,4.0509486,5.88272302970391e-41,Macrophage Cell,16.575134
PREX1,5.0373945,9.797819360838802e-41,Macrophage Cell,32.84028
CD93,5.738561,2.6686233395727986e-40,Macrophage Cell,53.39235
TNFAIP3,3.047367,3.5934481688993893e-40,Macrophage Cell,8.267018
LCP2,6.0935035,9.918462191884761e-39,Macrophage Cell,68.28532
IKZF1,5.592853,1.350898745398756e-37,Macrophage Cell,48.26325
IGF1,3.9587781,1.9976506285166207e-37,Macrophage Cell,15.549304
CX3CR1,8.509053,4.85643830492938e-36,Macrophage Cell,364.3177
FERMT3,6.1640005,7.145787972006991e-36,Macrophage Cell,71.70493
NLRP3,7.361332,7.452895249513549e-36,Macrophage Cell,164.43025
PTPN6,3.394602,5.7381560894346254e-36,Macrophage Cell,10.516642
GPSM3,5.795882,1.3978992054685352e-35,Macrophage Cell,55.55644
TREM2,8.283825,6.265613514314558e-35,Macrophage Cell,311.65906
P2RY13,9.606181,6.702949515602649e-35,Macrophage Cell,779.37897
NR4A3,2.6425426,3.959210367195215e-35,Macrophage Cell,6.244312
WIPF1,3.3439517,6.674975707515083e-35,Macrophage Cell,10.153827
FAM49B,2.6024408,2.1431368427042774e-34,Macrophage Cell,6.0731325
GPR65,5.187338,9.690428206009831e-34,Macrophage Cell,36.43714
MS4A4A,8.098456,1.3352936178916844e-33,Macrophage Cell,274.0806
BIN2,5.8354015,2.8184908313482568e-33,Macrophage Cell,57.099316
FSCN1,2.788088,8.763514023190676e-33,Macrophage Cell,6.9071383
OTUD1,2.5522025,1.6092358962803824e-32,Macrophage Cell,5.86529
IGSF6,6.6333523,3.7757659713353257e-32,Macrophage Cell,99.27457
NCF1,6.5344915,4.2958014338638524e-32,Macrophage Cell,92.69962
ARHGAP4,5.1222587,4.855278310469436e-32,Macrophage Cell,34.83
AOAH,8.473042,1.1134746502490856e-31,Macrophage Cell,355.33636
MAFB,2.422574,1.128797925436533e-31,Macrophage Cell,5.3612676
DOCK10,5.40246,5.458670131433949e-31,Macrophage Cell,42.296318
TNFSF13B,5.738509,8.942201710638953e-31,Macrophage Cell,53.390427
ARRB2,3.353194,7.724464523608802e-31,Macrophage Cell,10.219084
SLC15A3,4.134956,1.2930489476599252e-30,Macrophage Cell,17.568949
LPL,3.9438548,5.144564483274047e-30,Macrophage Cell,15.389291
RASGEF1B,2.5835814,3.596385003439937e-29,Macrophage Cell,5.9942594
SMAP2,3.1356215,5.223322145690505e-28,Macrophage Cell,8.788528
ABI3,7.1080937,8.907021001075145e-28,Macrophage Cell,137.9588
SLA,6.394816,2.2587076950083916e-27,Macrophage Cell,84.1456
NCF4,3.9651203,4.0165071443482204e-27,Macrophage Cell,15.61781
TMEM176B,2.3703327,3.7969939565990357e-26,Macrophage Cell,5.1706033
PDE4B,3.7810407,1.3993028711081503e-25,Macrophage Cell,13.74696
PKIB,4.233207,2.4850095423634567e-25,Macrophage Cell,18.807121
PIK3CG,6.5770397,7.309007008574909e-25,Macrophage Cell,95.47425
MSR1,10.433679,7.998918498706848e-25,Macrophage Cell,1383.0894
LYVE1,5.2664466,1.2373607477786258e-24,Macrophage Cell,38.49093
OSM,7.14757,3.960125654140644e-24,Macrophage Cell,141.78589
TSPAN33,4.338075,4.9650359089734236e-24,Macrophage Cell,20.225103
GRASP,2.2964504,5.55914300912236e-24,Macrophage Cell,4.912476
LTC4S,3.06345,8.850007809848261e-24,Macrophage Cell,8.359694
PPM1M,4.219248,1.0056052062742641e-23,Macrophage Cell,18.626022
STK4,2.22576,2.463400173261858e-23,Macrophage Cell,4.6775723
DOCK8,2.7986186,3.3210853661964404e-23,Macrophage Cell,6.957739
C3,3.3718672,8.574067764971071e-23,Macrophage Cell,10.352212
RGS19,3.181318,1.0712819608045573e-22,Macrophage Cell,9.071355
DPYSL2,2.085063,1.9817466813625128e-22,Macrophage Cell,4.242936
ARHGEF6,2.9651678,5.454362432078319e-22,Macrophage Cell,7.809162
WAS,5.7078404,9.938620063011302e-22,Macrophage Cell,52.267433
TGFBR2,2.0063734,8.313080285447908e-22,Macrophage Cell,4.0177097
RCSD1,2.9686723,1.0827179529878174e-21,Macrophage Cell,7.8281546
DUSP6,2.0177512,1.5607514996659024e-21,Macrophage Cell,4.049521
IQGAP2,3.3247905,7.00448342280936e-21,Macrophage Cell,10.01986
CD163L1,6.722862,5.868069098599625e-20,Macrophage Cell,105.62897
TMEM176A,2.1197743,9.610020505548631e-20,Macrophage Cell,4.3462596
HAVCR2,8.405014,1.3953431233986094e-19,Macrophage Cell,338.97006
CASP1,2.7095413,1.7451778528363903e-19,Macrophage Cell,6.5411363
ARL5B,1.7832557,1.5358642207573759e-19,Macrophage Cell,3.4420207
MAG,5.519642,2.4342463646484334e-19,Macrophage Cell,45.87518
VAV1,4.9563365,5.170458893412984e-19,Macrophage Cell,31.04602
DOCK11,3.6659124,6.396211434296387e-19,Macrophage Cell,12.692571
UCP2,2.0947118,5.821346810825642e-19,Macrophage Cell,4.271408
PMAIP1,1.60836,1.3537435747359144e-18,Macrophage Cell,3.0490506
ENPP2,3.2906506,7.68185353720779e-18,Macrophage Cell,9.785534
GLIPR2,2.7984197,1.8939755835155272e-17,Macrophage Cell,6.95678
PSTPIP1,4.156776,3.0643603804457326e-17,Macrophage Cell,17.836689
TLR1,2.402035,5.340181642692681e-17,Macrophage Cell,5.285482
IL1RN,2.4719121,1.3833908274014017e-16,Macrophage Cell,5.547786
LY96,4.1662884,1.8307623872049628e-16,Macrophage Cell,17.954685
CCR1,9.656896,2.476907942734255e-16,Macrophage Cell,807.26337
UNC93B1,2.256059,2.902177333043212e-16,Macrophage Cell,4.776848
PADI2,4.161198,7.365973076211422e-16,Macrophage Cell,17.891447
IL16,4.1099825,8.797214869826395e-16,Macrophage Cell,17.26744
TMEM107,1.8319763,8.895978905709019e-16,Macrophage Cell,3.5602446
ARHGAP15,4.3790746,1.4078241573472453e-15,Macrophage Cell,20.808119
SLC2A3,1.9161332,1.5872239148177071e-15,Macrophage Cell,3.7741013
STAC3,4.086416,2.316215995025672e-15,Macrophage Cell,16.987665
TCIRG1,1.9808854,4.32835588872905e-15,Macrophage Cell,3.9473526
STK10,3.0363946,8.98521165080463e-15,Macrophage Cell,8.204382
ARHGAP22,2.6278312,1.202450088733661e-14,Macrophage Cell,6.180961
HPGDS,7.0728145,1.7869740275890063e-14,Macrophage Cell,134.62611
CYTIP,2.8861816,2.16530103375359e-14,Macrophage Cell,7.393111
VCAM1,2.4986143,3.554957100296262e-14,Macrophage Cell,5.6514235
PLCG2,3.2824275,4.578156020603446e-14,Macrophage Cell,9.729917
IL10RA,4.691411,4.68377693356388e-14,Macrophage Cell,25.837795
ST6GAL1,2.7569046,7.160006480293288e-14,Macrophage Cell,6.759444
PAG1,1.7198937,9.933060709846982e-14,Macrophage Cell,3.2941213
SLC1A3,3.558323,2.6843018774658636e-13,Macrophage Cell,11.780451
ARHGAP9,4.3389773,4.2549873583864857e-13,Macrophage Cell,20.237755
LIMD2,2.0128713,4.3566196596591045e-13,Macrophage Cell,4.035846
HSPH1,1.4424386,7.005825835050374e-13,Macrophage Cell,2.7177987
SLAMF9,4.810791,1.0817663088747693e-12,Macrophage Cell,28.066769
PECAM1,3.3835344,2.115055234889543e-12,Macrophage Cell,10.436272
FGR,5.846177,2.5032615024088425e-12,Macrophage Cell,57.52739
ANTXR2,1.7554923,4.045820696008642e-12,Macrophage Cell,3.3764153
GADD45B,1.2795141,4.6887886171890464e-12,Macrophage Cell,2.427572
CXCL10,3.9730349,7.18923529690991e-12,Macrophage Cell,15.703724
PAQR8,2.973892,1.2629874389826064e-11,Macrophage Cell,7.8565283
RUNX3,3.1405344,1.5702642756502845e-11,Macrophage Cell,8.818507
CSK,2.1397471,2.669032642914974e-11,Macrophage Cell,4.406848
ANKRD44,2.350396,2.7267634721655163e-11,Macrophage Cell,5.099642
GIMAP6,4.1672897,4.1385443850888706e-11,Macrophage Cell,17.967152
RHOG,1.5518616,5.061760917667972e-11,Macrophage Cell,2.9319522
GPR155,2.3048956,7.278146977446786e-11,Macrophage Cell,4.941317
RPS6KA1,1.6369007,1.898976737579549e-10,Macrophage Cell,3.10997
ITGA4,4.4130282,4.097723946136351e-10,Macrophage Cell,21.303644
FOS,0.85895497,3.760570514545648e-10,Macrophage Cell,1.813724
EGFL7,1.5981557,4.369664235951833e-10,Macrophage Cell,3.0275605
ITGAL,4.0732837,7.697352519900722e-10,Macrophage Cell,16.833736
EPS8,1.6570616,3.923235524885785e-09,Macrophage Cell,3.1537354
ARHGAP25,2.6631823,4.778559292383699e-09,Macrophage Cell,6.334287
KLF2,1.2062358,5.664593844931206e-09,Macrophage Cell,2.3073483
BST2,1.2155241,6.048037636507089e-09,Macrophage Cell,2.322251
SNX18,1.3330592,6.662192307653683e-09,Macrophage Cell,2.5193632
TRAF3IP3,3.8162546,7.711966475678029e-09,Macrophage Cell,14.08663
AKNA,2.0049763,7.770395418152468e-09,Macrophage Cell,4.013821
VWF,2.6245847,1.1643806815146507e-08,Macrophage Cell,6.167068
CD244,7.5815573,1.4803310201642787e-08,Macrophage Cell,191.54736
C5AR1,5.2223835,2.0553075172963042e-08,Macrophage Cell,37.3331
PLD4,6.628058,3.0172515041306874e-08,Macrophage Cell,98.91093
TNFSF8,6.103493,3.514837771840336e-08,Macrophage Cell,68.75979
IL1R2,2.525711,3.726147711097662e-08,Macrophage Cell,5.7585716
FRMD3,3.3491285,3.8252288518342636e-08,Macrophage Cell,10.190327
TMEM71,3.8681579,4.1626035503085306e-08,Macrophage Cell,14.602646
NCAPH,3.7849634,4.7344728221346786e-08,Macrophage Cell,13.784389
CST7,3.0117974,5.1259808583326175e-08,Macrophage Cell,8.065687
CCR5,3.9230542,5.7534236138369946e-08,Macrophage Cell,15.169002
PRDM1,1.2506782,6.918202092003829e-08,Macrophage Cell,2.3795326
CD36,5.1622577,9.738957171256017e-08,Macrophage Cell,35.80918
SASH3,4.5409846,1.614097090789089e-07,Macrophage Cell,23.279442
SCML4,3.3737242,2.7569864663013965e-07,Macrophage Cell,10.365545
PTGER4,1.1203836,3.2667513077727605e-07,Macrophage Cell,2.1740477
IER5,1.0010909,4.670327692786688e-07,Macrophage Cell,2.0015128
SNX29,1.2271067,4.802354873416638e-07,Macrophage Cell,2.3409703
SLC43A2,1.9612226,5.590798235139754e-07,Macrophage Cell,3.8939183
KIFC1,2.2861059,6.258609842769722e-07,Macrophage Cell,4.877378
ADGRG6,2.01714,6.4552067110649e-07,Macrophage Cell,4.0478053
FAM78A,4.418041,7.467610371445786e-07,Macrophage Cell,21.377796
PLVAP,3.5707588,9.693516027930754e-07,Macrophage Cell,11.882437
INSIG1,1.0443015,9.56483528061297e-07,Macrophage Cell,2.0623677
JAML,1.4985557,1.0570396478267632e-06,Macrophage Cell,2.8255968
MTSS1,0.9802571,1.2686747277310417e-06,Macrophage Cell,1.972817
SLC4A7,0.97535634,1.3862134087854247e-06,Macrophage Cell,1.9661268
CARD11,5.147704,1.8945837718217013e-06,Macrophage Cell,35.449764
NCAM1,1.1530414,4.7220968075426856e-06,Macrophage Cell,2.223822
XYLT1,1.2679259,6.052997879702713e-06,Macrophage Cell,2.408151
HMOX1,1.0536553,6.49805122062745e-06,Macrophage Cell,2.0757825
DNASE1L3,3.3997433,7.246017420202808e-06,Macrophage Cell,10.554186
IL7R,2.3348544,7.858718854922635e-06,Macrophage Cell,5.045
PTPN22,2.4168797,1.0410850165668552e-05,Macrophage Cell,5.340148
CCR6,3.922289,1.2767667302960625e-05,Macrophage Cell,15.160957
RHOH,3.2892818,1.3306144261832798e-05,Macrophage Cell,9.776255
CALCRL,1.075334,2.109158346928664e-05,Macrophage Cell,2.1072097
GJC2,2.747128,2.810753266562773e-05,Macrophage Cell,6.713793
DEF6,1.3812057,3.185824627552128e-05,Macrophage Cell,2.6048598
PARP8,1.1067528,3.183783435992637e-05,Macrophage Cell,2.1536036
ATP8A1,1.674617,3.988898942412859e-05,Macrophage Cell,3.192346
GATM,0.86769617,5.149679995671466e-05,Macrophage Cell,1.8247466
CAMP,3.7753863,5.846695777956122e-05,Macrophage Cell,13.693187
KLF6,0.7504073,6.193867588070109e-05,Macrophage Cell,1.6822677
FRMD4A,0.86054397,8.46563517736204e-05,Macrophage Cell,1.8157228
ITPRIPL1,3.317141,0.0001021256709696139,Macrophage Cell,9.966873
DDIT4,0.813885,0.00012866642525911524,Macrophage Cell,1.757939
CD69,1.7675613,0.00013762314008128893,Macrophage Cell,3.4047794
GIMAP8,4.2398024,0.0001595509393445997,Macrophage Cell,18.893293
CMTM3,0.93849415,0.0001682001361658533,Macrophage Cell,1.9165268
PTGIR,3.1411982,0.0001979565089411764,Macrophage Cell,8.822565
PSMB9,0.91245794,0.0002361206475937538,Macrophage Cell,1.8822496
DOK2,3.4031513,0.00033358469828778713,Macrophage Cell,10.579146
PIK3R1,0.71989644,0.0003316801184737906,Macrophage Cell,1.6470637
ARHGAP24,1.1481807,0.00034038156705420416,Macrophage Cell,2.2163424
ARHGAP30,0.79004574,0.00035300993270973843,Macrophage Cell,1.7291293
ICAM1,1.1016016,0.00036723834661880325,Macrophage Cell,2.145928
NFE2L3,1.3306915,0.00043890403337486775,Macrophage Cell,2.5152318
SPN,4.0204487,0.00047848556401046573,Macrophage Cell,16.228397
AIM2,0.75447273,0.0006286854830299211,Macrophage Cell,1.6870149
HGF,1.9592252,0.0007254172385827113,Macrophage Cell,3.8885307
MICAL1,1.0757251,0.0011734787256624589,Macrophage Cell,2.1077812
PHACTR1,0.73332953,0.0012636185039582128,Macrophage Cell,1.6624714
FCHO1,4.6810856,0.0014683691430787198,Macrophage Cell,25.653532
LYSMD2,1.1303972,0.0015331326332266167,Macrophage Cell,2.1891901
CCRL2,6.706254,0.0017449298334751388,Macrophage Cell,104.41998
ABCA6,1.1329724,0.0019769536964126416,Macrophage Cell,2.1931012
IFI44L,2.3513312,0.002235104690433404,Macrophage Cell,5.1029487
SATB1,0.62153727,0.00233736353379384,Macrophage Cell,1.5385138
RASGEF1C,3.1018653,0.0024460419915768687,Macrophage Cell,8.58528
CD28,2.6803002,0.002694569968573718,Macrophage Cell,6.409893
TTC39C,1.127245,0.003301587757800275,Macrophage Cell,2.184412
BTLA,5.354676,0.003455879695391707,Macrophage Cell,40.91834
IFI35,0.8215888,0.0036802368439432234,Macrophage Cell,1.7673513
DENND3,0.9018733,0.003880901571695616,Macrophage Cell,1.8684906
ICAM2,2.168084,0.004404084033591977,Macrophage Cell,4.4942613
PDGFB,1.3655578,0.005190139086669648,Macrophage Cell,2.5767593
TRPV2,1.1237496,0.005670850126791567,Macrophage Cell,2.1791258
IRF4,2.6368816,0.006002514863490645,Macrophage Cell,6.2198577
SMPD3,3.650917,0.006033269876549499,Macrophage Cell,12.561328
LAPTM5,5.1582413,0.006093599584053931,Macrophage Cell,35.70963
GK,0.59622324,0.006171499942036107,Macrophage Cell,1.5117539
DPEP2,2.7101092,0.008139041607187711,Macrophage Cell,6.5437117
SLC11A1,1.0992216,0.008338509327514548,Macrophage Cell,2.1423905
CDC14A,0.95743924,0.00921313251529042,Macrophage Cell,1.9418601
CHIT1,3.6377394,0.00994241768952177,Macrophage Cell,12.447114
PDE2A,1.4137061,0.011112190613784977,Macrophage Cell,2.664207
CKB,0.4980741,0.011105739708265658,Macrophage Cell,1.4123269
GADD45G,0.5623055,0.011441944030117295,Macrophage Cell,1.476627
PRDM8,1.4599416,0.01154757176072608,Macrophage Cell,2.7509723
DENND1C,3.2655532,0.011900807000555997,Macrophage Cell,9.6167755
P2RY10,1.9382073,0.01251009789810232,Macrophage Cell,3.8322914
CCL5,1.2201083,0.01802634683225886,Macrophage Cell,2.3296418
SAMHD1,0.648269,0.01835919084085413,Macrophage Cell,1.5672866
HPSE,1.5344883,0.022146230733787933,Macrophage Cell,2.8968565
RPS6KA4,0.52449274,0.02243950221938922,Macrophage Cell,1.4384277
SH2D3C,1.7641144,0.02250102031060389,Macrophage Cell,3.3966544
NR4A1,0.41054747,0.023710725162753094,Macrophage Cell,1.3291901
KLHL32,2.0960503,0.02379720798499984,Macrophage Cell,4.2753725
SLAMF7,3.5668766,0.025964382061442495,Macrophage Cell,11.850506
ZBTB25,1.1823024,0.027609657276865342,Macrophage Cell,2.2693865
BCL2,0.5386811,0.028602997228629443,Macrophage Cell,1.4526439
LY9,3.2432551,0.029721940050769658,Macrophage Cell,9.469282
SYP,1.9453093,0.040033280132236,Macrophage Cell,3.8512032
EMB,0.39112943,0.04866121872058257,Macrophage Cell,1.3114197
TMEM243,0.50048095,0.05457332543253062,Macrophage Cell,1.4146851
EFCC1,1.5049412,0.05928638501999749,Macrophage Cell,2.838131
LTB,1.3844126,0.05930323313191869,Macrophage Cell,2.6106565
TIE1,1.4788772,0.06181092390625599,Macrophage Cell,2.7873173
RUNX1,0.77708167,0.06268251206236138,Macrophage Cell,1.713661
TRDN,2.3255732,0.07751275356388748,Macrophage Cell,5.0126486
SH3BP5,1.8148357,0.08632210840743966,Macrophage Cell,3.5181956
BANK1,1.0846615,0.09201449190904452,Macrophage Cell,2.1208777
SEPT6,0.62767696,0.09522977158984386,Macrophage Cell,1.545075
TNFAIP2,0.39394242,0.09777804601000409,Macrophage Cell,1.3139793
MAP3K1,0.31834272,0.0984132913367214,Macrophage Cell,1.2468973
MITF,0.41019613,0.10007984166095457,Macrophage Cell,1.3288665
COL9A2,2.5173604,0.1026406840844809,Macrophage Cell,5.725336
P2RX7,1.9503921,0.1030686069572607,Macrophage Cell,3.8647957
TMEM140,1.3534173,0.1182562513636232,Macrophage Cell,2.5551665
GAS7,0.3854414,0.12151747190058497,Macrophage Cell,1.3062594
SLC39A10,0.33607265,0.12810509802374748,Macrophage Cell,1.2623155
OAS3,1.0746961,0.13033942047075903,Macrophage Cell,2.1062782
ACAP1,0.96622324,0.1596543435441227,Macrophage Cell,1.9537194
TNFRSF18,0.8745897,0.168325973628343,Macrophage Cell,1.8334866
ALCAM,0.37253577,0.1834891487227779,Macrophage Cell,1.2946264
RGCC,0.25466582,0.2118364309605307,Macrophage Cell,1.1930593
HJURP,0.9435347,0.22175382144876735,Macrophage Cell,1.9232345
CSPG5,0.7312257,0.23161435285174323,Macrophage Cell,1.6600488
ELF1,0.2273251,0.23198917762054236,Macrophage Cell,1.1706624
IL27RA,1.677082,0.24401444930798635,Macrophage Cell,3.197805
CSGALNACT1,0.5523689,0.2511518636575895,Macrophage Cell,1.4664917
NOTCH4,0.8470238,0.26009862585601706,Macrophage Cell,1.7987863
RCVRN,0.88452834,0.2804108770964202,Macrophage Cell,1.846161
TNFAIP8,0.23101988,0.2890619568489737,Macrophage Cell,1.1736643
PQLC2,1.3876853,0.29559205228459706,Macrophage Cell,2.6165855
CAMK1D,0.31651062,0.3371601667982279,Macrophage Cell,1.2453148
DPP4,0.8258001,0.34864822601741985,Macrophage Cell,1.7725178
PATL2,1.1474903,0.3541464169388252,Macrophage Cell,2.215282
MATK,1.142652,0.3588391607756086,Macrophage Cell,2.2078652
RAPSN,0.80148417,0.35886182935865163,Macrophage Cell,1.7428932
TPST2,0.26288882,0.35948022139345504,Macrophage Cell,1.1998789
TOP2A,0.4386546,0.3612093894751688,Macrophage Cell,1.3553398
FLRT1,1.0458013,0.3864945608746606,Macrophage Cell,2.0645127
LYST,0.17790732,0.418468494032303,Macrophage Cell,1.1312418
RPGRIP1,1.2339845,0.4265464110940125,Macrophage Cell,2.352157
STARD4,0.18549763,0.43591497008634694,Macrophage Cell,1.1372092
PRKCQ,1.1685966,0.44555542175456986,Macrophage Cell,2.2479293
PRX,0.37510544,0.47989654204534204,Macrophage Cell,1.2969344
TNS3,0.15190752,0.4945640607104901,Macrophage Cell,1.1110375
EREG,0.30261633,0.5255979324834273,Macrophage Cell,1.2333791
SEMA4D,0.1507912,0.5282393497966679,Macrophage Cell,1.1101781
BATF,0.37956372,0.537943491353068,Macrophage Cell,1.3009484
STEAP4,0.26867515,0.557339300098382,Macrophage Cell,1.204701
SEPT1,0.35797718,0.5586606879167115,Macrophage Cell,1.2816277
TTYH2,0.24362166,0.593140228486047,Macrophage Cell,1.183961
MME,0.7232095,0.5952523757591437,Macrophage Cell,1.6508505
STAG3,0.55016726,0.5996739691684378,Macrophage Cell,1.4642555
BEST1,0.6983764,0.599898810205964,Macrophage Cell,1.6226777
IL2RG,0.19674179,0.6235088159653008,Macrophage Cell,1.146107
CCK,0.54353595,0.6699409577418178,Macrophage Cell,1.4575405
STAT4,0.28149298,0.6824600878077438,Macrophage Cell,1.215452
DAB1,0.31003505,0.7134512291030248,Macrophage Cell,1.2397377
TMC8,0.3152415,0.7460314544529327,Macrophage Cell,1.2442199
MKI67,0.15276112,0.7910463794584134,Macrophage Cell,1.111695
FAM167B,0.18277012,0.8022690826899981,Macrophage Cell,1.1350613
MAMDC2,0.084954135,0.8086384254189363,Macrophage Cell,1.0606539
CHD7,0.051741183,0.8128079336600484,Macrophage Cell,1.0365151
NUDT17,0.13099778,0.8296667970616333,Macrophage Cell,1.0950508
SYT11,0.24570267,0.8331865024932893,Macrophage Cell,1.18567
CENPI,0.35437906,0.8338451961321555,Macrophage Cell,1.2784352
HAPLN3,0.11122005,0.854296197629574,Macrophage Cell,1.0801413
CNIH2,0.15966098,0.8624476231513234,Macrophage Cell,1.1170247
H6PD,0.047967125,0.8750184994538089,Macrophage Cell,1.0338072
NRN1,0.05676028,0.8758140054073323,Macrophage Cell,1.0401274
TPK1,0.10745108,0.8800468400824794,Macrophage Cell,1.0773231
CTSC,0.027461128,0.8857250183820693,Macrophage Cell,1.0192169
SP140,0.17163827,0.9144237786473943,Macrophage Cell,1.1263368
LUZP2,0.023966419,0.9876335819991194,Macrophage Cell,1.016751
ASIC3,0.020685766,0.9891373284194875,Macrophage Cell,1.0144416
VCAN,-0.003198875,0.9932968634392054,Macrophage Cell,0.99778515
KCNK5,-0.0069334777,0.9878442747772889,Macrophage Cell,0.9952056
