Name,logfc,pvals_adj,celltype,fc
PLAU,5.1859646,1.8759803750741517e-24,Macrophage Cell,36.402473
IKZF1,6.066088,5.134191066365019e-24,Macrophage Cell,66.999954
P2RX7,4.376886,1.31117212847521e-23,Macrophage Cell,20.776575
PIK3CG,7.752906,2.052014573421104e-23,Macrophage Cell,215.7035
TPM3,2.1668925,2.5392339898536213e-24,Macrophage Cell,4.490551
ORAI1,3.0344095,1.2743962347119107e-23,Macrophage Cell,8.193101
FOLR2,7.178927,7.125636170040562e-23,Macrophage Cell,144.90132
HMOX1,2.898342,1.9922128763142795e-22,Macrophage Cell,7.45569
ABI3,5.557185,5.600354925399123e-22,Macrophage Cell,47.08466
LPXN,5.8592625,8.18190950318665e-22,Macrophage Cell,58.05154
CD36,7.251896,1.2758117878672308e-21,Macrophage Cell,152.41867
RHOG,2.8034909,7.4622616104089e-22,Macrophage Cell,6.9812765
CSK,2.7418737,1.5973707010912786e-21,Macrophage Cell,6.689386
PDGFB,4.300076,5.55120789622122e-21,Macrophage Cell,19.699348
HAVCR2,7.7248273,1.0605333636512303e-20,Macrophage Cell,211.54596
BST2,2.311947,9.88887088501695e-21,Macrophage Cell,4.9655275
CYTIP,4.906574,5.486817202731091e-20,Macrophage Cell,29.993412
RHOH,3.3677871,7.124896437085728e-20,Macrophage Cell,10.322976
DOK2,6.280058,2.4228386785679736e-19,Macrophage Cell,77.711586
PMAIP1,5.166213,2.5935299422961673e-19,Macrophage Cell,35.907494
IL1A,4.6059284,2.5076714652951494e-19,Macrophage Cell,24.351326
ST3GAL6,2.516566,1.4190701707990548e-19,Macrophage Cell,5.7221847
TMEM176B,1.2236947,2.3902281124799226e-19,Macrophage Cell,2.3354404
ARHGEF6,3.0890493,1.1028457855628315e-18,Macrophage Cell,8.509352
TMEM176A,1.3645141,4.693048090271958e-19,Macrophage Cell,2.5748959
LYVE1,6.1597147,3.0484696402802943e-18,Macrophage Cell,71.49224
ARHGAP25,4.83714,3.4322407310235336e-18,Macrophage Cell,28.584084
SLC43A2,3.1650946,3.684918707397401e-18,Macrophage Cell,8.969917
ATF3,1.7515119,1.1316961497119681e-18,Macrophage Cell,3.3671126
WIPF1,3.1265333,4.83322797419738e-18,Macrophage Cell,8.733338
RGS19,3.0904615,8.060762705443899e-18,Macrophage Cell,8.517685
ITGA4,3.4846659,1.2642123571902165e-17,Macrophage Cell,11.194094
AIM2,6.0565987,1.6720879757654555e-17,Macrophage Cell,66.5607
RCSD1,2.969408,1.678347249816018e-17,Macrophage Cell,7.832148
CAMK1D,2.635789,1.5824934932863487e-17,Macrophage Cell,6.215149
RPS6KA1,3.1251628,1.97445635781965e-17,Macrophage Cell,8.725047
SAMSN1,5.087183,4.247706098520516e-17,Macrophage Cell,33.993404
EPS8,3.3411396,1.7385098353682777e-16,Macrophage Cell,10.134054
SP140,3.384192,2.6935847941650555e-16,Macrophage Cell,10.44103
TNFSF13B,6.2238674,3.981496310300879e-16,Macrophage Cell,74.74304
CKB,1.8472658,1.5334975310072745e-16,Macrophage Cell,3.5981762
RNASE6,7.5455666,1.6297048251708773e-15,Macrophage Cell,186.82796
PTGER4,2.5380075,1.6232261235818816e-15,Macrophage Cell,5.807863
HCST,4.00834,2.213175949891337e-15,Macrophage Cell,16.09276
LY96,3.1249585,2.7154112517086525e-15,Macrophage Cell,8.72381
MATK,6.125626,4.13053785156732e-15,Macrophage Cell,69.82279
IL16,4.461842,5.143432612662627e-15,Macrophage Cell,22.036789
ARHGAP19,4.6424713,1.2027875141742606e-14,Macrophage Cell,24.976013
GPSM3,2.1869361,8.3141712771653e-15,Macrophage Cell,4.553375
ARHGAP4,4.648388,3.3180926499721826e-14,Macrophage Cell,25.078651
PRKCB,2.4536502,4.037501196201221e-14,Macrophage Cell,5.4780035
TMEM243,2.4211023,4.645329187767522e-14,Macrophage Cell,5.355801
BATF,3.392109,8.417013960868963e-14,Macrophage Cell,10.498483
AKNA,3.0534375,9.613296901310423e-14,Macrophage Cell,8.301876
TNFAIP2,3.0028334,1.4419999631260284e-13,Macrophage Cell,8.015727
ARHGAP9,3.3580506,1.994704314796573e-13,Macrophage Cell,10.253543
PLCG2,3.3689783,2.598713138237656e-13,Macrophage Cell,10.331503
SMAP2,2.1556551,3.1788891089461626e-13,Macrophage Cell,4.4557095
VAMP8,1.6211739,2.840738294347047e-13,Macrophage Cell,3.0762525
DENND1C,5.2906637,5.326997941127231e-13,Macrophage Cell,39.14249
ANXA3,2.128961,4.5457212189695297e-13,Macrophage Cell,4.374024
GAS7,2.4103248,7.50396423755351e-13,Macrophage Cell,5.31594
SH3BP1,2.2513928,1.6231684315612374e-12,Macrophage Cell,4.761423
MMP12,5.80396,2.5447641268249007e-12,Macrophage Cell,55.86837
TNFRSF1B,3.1465478,2.73894701214539e-12,Macrophage Cell,8.855341
ARHGAP22,3.3240252,4.7360133734980505e-12,Macrophage Cell,10.014546
PKIB,2.3737597,5.436822007276581e-12,Macrophage Cell,5.1829004
DNASE1L3,8.317459,7.523373814823557e-12,Macrophage Cell,319.01028
CCL8,4.660948,8.244026990046995e-12,Macrophage Cell,25.297935
ZEB2,1.4342115,6.505902144732834e-12,Macrophage Cell,2.7023444
STK10,2.5531344,1.3936536103851597e-11,Macrophage Cell,5.86908
SEMA4D,2.6361458,2.0019397814560034e-11,Macrophage Cell,6.2166867
EGFL7,2.4982615,1.9300892548264996e-11,Macrophage Cell,5.6500416
CXCL1,1.9634545,2.1549536367562115e-11,Macrophage Cell,3.899947
COL14A1,2.3876295,2.5640387943924298e-11,Macrophage Cell,5.2329683
CHD7,2.2210405,2.7491710116951808e-11,Macrophage Cell,4.6622953
PRCP,2.4550257,8.302109005834826e-11,Macrophage Cell,5.4832287
PLCB2,4.891547,9.63099277883734e-11,Macrophage Cell,29.682634
PRDM1,2.6816826,1.0286328605718763e-10,Macrophage Cell,6.4160376
ABRACL,1.6688807,9.849643699552035e-11,Macrophage Cell,3.179678
TPST2,1.8528178,1.4104107875387457e-10,Macrophage Cell,3.6120498
DOCK11,2.3808281,2.685972029119511e-10,Macrophage Cell,5.2083564
NUAK2,2.3563135,3.110730211301534e-10,Macrophage Cell,5.120602
TSPAN13,2.1884143,3.114703110808891e-10,Macrophage Cell,4.558042
TRAF3IP3,3.688349,3.919822310328097e-10,Macrophage Cell,12.891507
CXCR4,2.957585,4.1708183776595143e-10,Macrophage Cell,7.7682257
STXBP2,1.9637947,3.9886338729419317e-10,Macrophage Cell,3.9008667
RASSF5,2.3301587,5.414349228013345e-10,Macrophage Cell,5.0286064
SASH3,5.338575,7.440641635816877e-10,Macrophage Cell,40.46422
TGFBR2,1.6005024,5.982347399674077e-10,Macrophage Cell,3.032489
ITPRIPL1,3.1740232,1.297001653781684e-09,Macrophage Cell,9.025602
SNX18,1.7448751,1.3629793903452356e-09,Macrophage Cell,3.3516583
FAM167B,3.2092083,1.884015008377939e-09,Macrophage Cell,9.248428
PAG1,2.0896935,2.331488823118995e-09,Macrophage Cell,4.256576
PLAUR,3.2161596,3.662702170751601e-09,Macrophage Cell,9.2930975
AOAH,6.7470694,4.557151649887836e-09,Macrophage Cell,107.41631
ADAP1,3.3393426,4.532525837798273e-09,Macrophage Cell,10.121439
LFNG,2.317721,4.537412708585869e-09,Macrophage Cell,4.98544
APOE,0.73359764,3.795784729273101e-09,Macrophage Cell,1.6627804
TLR1,4.768646,9.861995846566743e-09,Macrophage Cell,27.258718
LIPA,1.5482585,1.2023343973303934e-08,Macrophage Cell,2.924639
MKI67,3.0668814,1.4604084435467114e-08,Macrophage Cell,8.3796
IL1RN,4.4268103,4.260879839252653e-08,Macrophage Cell,21.508131
PIK3R6,3.8357894,4.6088450657998904e-08,Macrophage Cell,14.278667
TCIRG1,1.6329256,6.296685075984954e-08,Macrophage Cell,3.101413
SASH1,1.4424542,7.286779045297666e-08,Macrophage Cell,2.717828
TSC22D4,1.391051,8.099414523665259e-08,Macrophage Cell,2.6226969
KCNJ10,3.8242419,1.1567705358818936e-07,Macrophage Cell,14.164835
JAML,2.9468534,2.064225009246857e-07,Macrophage Cell,7.7106547
CD69,3.7076695,2.53801596389765e-07,Macrophage Cell,13.0653105
IL7R,2.68415,4.643332612808893e-07,Macrophage Cell,6.42702
DEPDC7,2.7971463,4.788058822967316e-07,Macrophage Cell,6.9506426
MAG,3.8359525,6.740785832513025e-07,Macrophage Cell,14.280282
IL1RL1,6.0207095,6.984340614724151e-07,Macrophage Cell,64.92533
CXCL10,1.8628255,6.658442721531925e-07,Macrophage Cell,3.6371932
MS4A4A,28.684532,7.129486022040543e-07,Macrophage Cell,431424300.0
STK4,1.4602374,1.1295041741899216e-06,Macrophage Cell,2.7515364
LSP1,1.3575119,1.16453246299414e-06,Macrophage Cell,2.5624287
ANGPTL7,2.2814944,1.887756178926083e-06,Macrophage Cell,4.8618126
CMTM3,1.3175578,3.409229827860772e-06,Macrophage Cell,2.4924383
TRPV2,1.4972082,3.520118034962505e-06,Macrophage Cell,2.8229592
SAMHD1,1.2503473,3.4845151715908685e-06,Macrophage Cell,2.3789866
SNX29,1.6729022,5.0917840964957625e-06,Macrophage Cell,3.1885538
SLC4A7,1.4314245,5.0570890418698255e-06,Macrophage Cell,2.697129
SLAMF7,5.8933415,5.945002849556106e-06,Macrophage Cell,59.439148
SPN,3.0332296,5.948335374502591e-06,Macrophage Cell,8.186402
BTG1,0.8789711,6.300016391811169e-06,Macrophage Cell,1.8390633
TSPAN33,2.4727483,8.71124910601624e-06,Macrophage Cell,5.5510025
CLGN,5.7905736,1.0435454516251663e-05,Macrophage Cell,55.352386
CAPN3,5.223885,1.256926876973481e-05,Macrophage Cell,37.37198
IL2RG,2.396201,1.3208036703031163e-05,Macrophage Cell,5.264151
DTX4,1.6530055,1.320684633208536e-05,Macrophage Cell,3.144881
ANKRD44,1.202541,1.3207936727361977e-05,Macrophage Cell,2.3014464
ITGA6,1.2014376,1.335582899742671e-05,Macrophage Cell,2.299687
LTB,2.396843,1.3993650487297508e-05,Macrophage Cell,5.2664948
ACP5,1.3561454,2.041800673076509e-05,Macrophage Cell,2.5600028
FGR,4.860014,2.5649863014221024e-05,Macrophage Cell,29.040894
PARP8,1.4286314,3.308185172408776e-05,Macrophage Cell,2.6919124
CD244,4.9416733,4.084356627686235e-05,Macrophage Cell,30.732075
KLF2,1.0303155,3.8848949910449004e-05,Macrophage Cell,2.042471
DPEP2,3.8624313,5.656301883164892e-05,Macrophage Cell,14.544798
PSTPIP1,2.3890724,5.8114820340586496e-05,Macrophage Cell,5.238205
S1PR1,1.5087768,6.0678302853932204e-05,Macrophage Cell,2.8456867
SLC2A5,5.5756454,8.578892799102188e-05,Macrophage Cell,47.691013
LY9,3.4298437,9.68259367487299e-05,Macrophage Cell,10.776701
TSLP,1.6593695,9.562019529397874e-05,Macrophage Cell,3.1587844
KMO,5.1124406,0.0001030495595565489,Macrophage Cell,34.593773
KIF21B,1.7702895,0.00015313326487539488,Macrophage Cell,3.4112241
BMP2,1.3411758,0.0001719806963565167,Macrophage Cell,2.5335772
ITGAL,3.078896,0.00025449578955884624,Macrophage Cell,8.449676
SLFN5,1.0457218,0.00026246062257251286,Macrophage Cell,2.064399
SLC9A3R1,1.0427932,0.0004455907183346766,Macrophage Cell,2.0602126
PLEKHM3,1.3062017,0.0005244530873548926,Macrophage Cell,2.472896
TRIM14,2.4816072,0.0007260925847050098,Macrophage Cell,5.585193
GIMAP6,1.5017788,0.0007257094631846819,Macrophage Cell,2.8319166
IL1R2,3.4342103,0.0008059295932988442,Macrophage Cell,10.809368
EGR2,0.9191261,0.0008023549579712897,Macrophage Cell,1.8909695
NCAPH,2.571766,0.0008455804089599405,Macrophage Cell,5.9453673
TNNI2,1.5206306,0.0009558232527901974,Macrophage Cell,2.8691642
GPR171,2.510587,0.001017170564719386,Macrophage Cell,5.6985188
VSIG4,6.055835,0.0010705044682305413,Macrophage Cell,66.52547
CENPF,1.6385825,0.0011523006199689312,Macrophage Cell,3.1135976
CNP,0.98516136,0.0017872580966679082,Macrophage Cell,1.9795347
MAP3K1,0.8851699,0.0019334580244293523,Macrophage Cell,1.8469821
GPR155,1.4028951,0.0024302549850896537,Macrophage Cell,2.644317
NLRC5,1.991803,0.0025178670182237077,Macrophage Cell,3.9773376
FAM78A,3.3943355,0.00311836181221443,Macrophage Cell,10.514698
MX1,2.125786,0.0031455526628188886,Macrophage Cell,4.3644085
FAM107B,1.0064317,0.003195907726845571,Macrophage Cell,2.0089362
PTPN22,1.4577879,0.0037339774641065543,Macrophage Cell,2.7468686
AHCYL2,0.8349128,0.003730520500439062,Macrophage Cell,1.7837492
IRF4,1.928066,0.0038135273779020804,Macrophage Cell,3.8054473
DEF6,1.2564801,0.004417266601265413,Macrophage Cell,2.3891213
CARD11,2.8920782,0.007415200011504018,Macrophage Cell,7.42339
TNFSF8,2.8152077,0.007888492577875474,Macrophage Cell,7.038206
STAT4,2.0938075,0.008103929804300606,Macrophage Cell,4.2687316
NDC80,2.4954329,0.01119389984513396,Macrophage Cell,5.6389747
MRM1,1.4156039,0.011650679165006186,Macrophage Cell,2.6677139
PQLC2,1.2706561,0.01417141702604218,Macrophage Cell,2.4127126
APOLD1,0.9143038,0.014640482266001254,Macrophage Cell,1.8846594
TDRKH,1.0032216,0.016668555261542328,Macrophage Cell,2.004471
GRAP2,2.2016604,0.016812072916479244,Macrophage Cell,4.6000843
MMP9,3.3854258,0.018046065013744717,Macrophage Cell,10.449963
DUSP6,0.61592203,0.02083023914307042,Macrophage Cell,1.5325372
PRIM2,1.0057251,0.021439200365407748,Macrophage Cell,2.0079525
ABL2,0.720059,0.02211707205987897,Macrophage Cell,1.6472493
KLRD1,1.6807241,0.024491248045148614,Macrophage Cell,3.2058883
BTLA,26.333858,0.025217926668974277,Macrophage Cell,84582650.0
ITGB7,1.2898303,0.025223629492493453,Macrophage Cell,2.444993
ERCC6L,2.347472,0.027197056846934287,Macrophage Cell,5.0893164
RASGRP1,1.4398718,0.033029631619063526,Macrophage Cell,2.7129676
SLAMF1,1.4253606,0.03425015710831288,Macrophage Cell,2.6858163
CCL5,1.6165874,0.035530794107873465,Macrophage Cell,3.0664883
GADD45B,0.5391376,0.03700776919061096,Macrophage Cell,1.4531037
CCR6,3.5907338,0.04266850285698447,Macrophage Cell,12.0481
VCAM1,0.55760825,0.04522945283936125,Macrophage Cell,1.4718271
RCAN1,0.55254596,0.05302073857656478,Macrophage Cell,1.4666717
IGF1,0.5269533,0.05504676634335393,Macrophage Cell,1.440883
ETV1,0.52491784,0.07102362438689763,Macrophage Cell,1.4388516
NBEAL2,0.75340044,0.07263188169808722,Macrophage Cell,1.6857616
TOP2A,0.84259254,0.07344177296841393,Macrophage Cell,1.7932698
RCVRN,1.210358,0.0792961376050485,Macrophage Cell,2.3139505
CHST12,0.5277282,0.08528399423242128,Macrophage Cell,1.4416572
SLC2A3,0.99297357,0.08838989666234998,Macrophage Cell,1.990283
EARS2,0.8391038,0.09443556277148821,Macrophage Cell,1.7889385
OAS3,1.4226147,0.11564140542267175,Macrophage Cell,2.6807091
KIFC1,1.8160979,0.12240970470342932,Macrophage Cell,3.5212748
CST7,1.8225455,0.12276661465521015,Macrophage Cell,3.5370474
CENPI,2.2334728,0.1260388861642741,Macrophage Cell,4.7026463
LEPR,0.9828268,0.13263585510826165,Macrophage Cell,1.9763341
GRASP,0.48340267,0.13525864436494298,Macrophage Cell,1.3980371
BEST1,1.6641997,0.14344693068166314,Macrophage Cell,3.169378
RAPGEF5,0.47108462,0.148540034872637,Macrophage Cell,1.3861512
IFI44L,2.513593,0.16184218275190376,Macrophage Cell,5.7104044
PXN,0.3849554,0.16506793779926648,Macrophage Cell,1.3058195
PPP1R12C,0.36370257,0.17560448997775036,Macrophage Cell,1.2867239
EXO1,1.1081164,0.1812636604807815,Macrophage Cell,2.1556401
WDR83OS,0.3391435,0.19209092260987637,Macrophage Cell,1.2650054
KIF20B,0.89876354,0.19912306084532033,Macrophage Cell,1.8644674
GRIN3B,3.2178588,0.21383379491587726,Macrophage Cell,9.3040495
FSCN1,0.38621172,0.21529297936268296,Macrophage Cell,1.3069571
MTSS1,0.31818813,0.22733057096546422,Macrophage Cell,1.2467637
SYP,0.9689924,0.2279667177956378,Macrophage Cell,1.957473
IFIH1,0.38388687,0.2342573825471731,Macrophage Cell,1.3048527
TTPAL,0.3988587,0.24386048817960876,Macrophage Cell,1.3184645
NOTCH1,0.3237318,0.24596017241776444,Macrophage Cell,1.2515638
TGFA,0.8184413,0.2568754314925344,Macrophage Cell,1.7634996
MBP,0.37761518,0.26221859116057716,Macrophage Cell,1.2991925
IL18RAP,1.5593909,0.2723963887333487,Macrophage Cell,2.9472938
STMN1,0.29697615,0.32317995087082074,Macrophage Cell,1.2285666
TMEM71,0.73245806,0.33321057537545906,Macrophage Cell,1.6614674
NRXN3,1.7602869,0.3354462458702696,Macrophage Cell,3.387655
PPP1R9A,0.2772394,0.3367532606993937,Macrophage Cell,1.2118738
ATP2A1,1.6808145,0.3449261357654254,Macrophage Cell,3.206089
CENPM,0.69578356,0.3510009241160158,Macrophage Cell,1.619764
C3,0.44943473,0.35415297151349834,Macrophage Cell,1.3655051
CHML,0.42153242,0.3657009455565088,Macrophage Cell,1.3393495
ATP8A1,0.24284744,0.38137787398323486,Macrophage Cell,1.1833259
P2RY10,0.7741598,0.39262301208960104,Macrophage Cell,1.7101938
SCN3A,2.7466772,0.4010832854337759,Macrophage Cell,6.711695
HS1BP3,0.27638143,0.4015543570942811,Macrophage Cell,1.2111533
CHRM3,0.51537716,0.41588780249611246,Macrophage Cell,1.4293678
MPZ,2.5017676,0.4186060693342063,Macrophage Cell,5.6637893
LPAR2,0.604868,0.4397075726786427,Macrophage Cell,1.5208397
MZB1,2.2420957,0.44170865596282527,Macrophage Cell,4.730838
DND1,0.65577406,0.45310465934056965,Macrophage Cell,1.575461
SH3BP5,0.2001849,0.46715477203493316,Macrophage Cell,1.1488456
SCG2,0.6253238,0.4688040958979349,Macrophage Cell,1.542557
PPP2R2B,0.70598906,0.470937479364125,Macrophage Cell,1.6312627
ESRRA,0.21134979,0.4823787978716081,Macrophage Cell,1.1577709
PPM1M,0.19942224,0.4865697372618244,Macrophage Cell,1.1482384
CD27,0.39010102,0.5260198451834788,Macrophage Cell,1.3104852
CD28,0.7278645,0.5271095270275512,Macrophage Cell,1.6561857
HILPDA,0.2042772,0.5295492036592861,Macrophage Cell,1.1521089
PDE4B,0.16724908,0.5330183743813282,Macrophage Cell,1.1229153
GRK6,0.19182792,0.5417989045170857,Macrophage Cell,1.14221
OPN3,0.4898233,0.5568768239362842,Macrophage Cell,1.4042729
CRADD,0.19163214,0.5627572750735272,Macrophage Cell,1.1420549
TSTD1,0.80863255,0.5657660480848714,Macrophage Cell,1.7515504
PRDM8,0.7552028,0.5889958118553817,Macrophage Cell,1.6878688
SH2D3C,0.3031378,0.5973627881701018,Macrophage Cell,1.233825
TNFRSF18,0.38078082,0.6098420473155219,Macrophage Cell,1.3020464
XYLT1,0.19131848,0.6207598420042377,Macrophage Cell,1.1418067
