Name,logfc,pvals_adj,celltype,fc
GK,7.22707,3.0077757470056646e-180,Macrophage Cell,149.81827
C3AR1,11.734913,1.4180798927024018e-174,Macrophage Cell,3408.4802
LMO2,8.829774,4.558511792029138e-171,Macrophage Cell,455.01614
NR4A3,5.394193,5.632490786881529e-195,Macrophage Cell,42.054646
GPR65,7.6952014,4.352048034753665e-173,Macrophage Cell,207.24614
TAGAP,8.167032,5.87317531767574e-170,Macrophage Cell,287.4231
NCKAP1L,9.193504,1.0737924934483817e-165,Macrophage Cell,585.49146
SPI1,8.867896,5.251107319491644e-165,Macrophage Cell,467.1999
VAMP8,6.755453,1.2768398922190479e-169,Macrophage Cell,108.04235
AOAH,11.032626,1.247402305280745e-162,Macrophage Cell,2094.8425
STAB1,8.308733,5.781498348313996e-159,Macrophage Cell,317.08658
ELF1,5.9492106,9.22376359673026e-166,Macrophage Cell,61.78611
CORO1A,6.570389,3.411183310356737e-162,Macrophage Cell,95.03512
CCL8,10.122156,3.105016931174938e-156,Macrophage Cell,1114.4808
TREM2,10.864285,3.054239644622696e-150,Macrophage Cell,1864.1283
CFP,8.681673,2.8144646501275825e-148,Macrophage Cell,410.6237
LTC4S,7.9996614,1.0695009949857255e-147,Macrophage Cell,255.93993
FMNL1,6.97871,1.7630910200042994e-149,Macrophage Cell,126.12498
IGSF6,12.134386,2.1899007858135276e-143,Macrophage Cell,4495.8745
KLF6,4.664612,2.352656060782066e-161,Macrophage Cell,25.362267
SMAP2,6.820467,6.579495760366503e-142,Macrophage Cell,113.02256
SLC9A9,6.1242847,3.3828649958685075e-142,Macrophage Cell,69.7579
FSCN1,5.4234004,2.0578130815083968e-144,Macrophage Cell,42.914715
C1QB,10.815357,1.2209427497027886e-133,Macrophage Cell,1801.9674
F13A1,11.309015,5.928225029100278e-133,Macrophage Cell,2537.189
IL1B,10.428075,1.8916231526290155e-132,Macrophage Cell,1377.7275
MARCH1,10.843973,3.151844091008503e-129,Macrophage Cell,1838.0664
SH3BP5,5.0981426,9.257397005664434e-138,Macrophage Cell,34.252625
TSPAN33,6.609553,2.841771167646689e-127,Macrophage Cell,97.65032
TCIRG1,6.487617,1.339406576123228e-127,Macrophage Cell,89.73613
OLFML3,4.79228,1.1566708156852497e-132,Macrophage Cell,27.708952
WAS,7.366154,2.4597988295899655e-124,Macrophage Cell,164.98077
AIM2,7.0297184,1.572516600122766e-124,Macrophage Cell,130.66405
MRC1,11.030403,1.123007808969738e-120,Macrophage Cell,2091.6172
HAVCR2,9.837201,5.825018583282349e-120,Macrophage Cell,914.7294
HCLS1,7.4064536,1.0578638892683293e-120,Macrophage Cell,169.65424
ANXA1,4.2054224,1.3426566591822025e-133,Macrophage Cell,18.448381
LGALS3,4.685419,4.115244269944999e-127,Macrophage Cell,25.730705
CAPG,5.1441126,7.595228418944682e-123,Macrophage Cell,35.36162
IRF8,6.8535867,3.757236069952758e-117,Macrophage Cell,115.64721
DOCK8,6.2083673,5.6199643209267755e-118,Macrophage Cell,73.94431
TNFSF13B,8.489228,4.149634101652367e-116,Macrophage Cell,359.3456
FERMT3,7.2893786,6.780817420349092e-115,Macrophage Cell,156.43056
C5AR1,10.414471,2.5693915501046518e-113,Macrophage Cell,1364.797
UNC93B1,6.5632086,2.0201069742078476e-112,Macrophage Cell,94.56331
PKIB,7.3248076,2.9945523686466756e-111,Macrophage Cell,160.31967
RHOG,5.195593,3.610840629914027e-114,Macrophage Cell,36.64623
CD163,10.903641,4.603752480334445e-109,Macrophage Cell,1915.6798
CX3CR1,9.080194,4.773583563521995e-109,Macrophage Cell,541.2662
PREX1,5.339138,6.349095362937328e-112,Macrophage Cell,40.480015
PLAC8,8.085433,5.484120910166151e-109,Macrophage Cell,271.61755
PSTPIP1,5.9348383,2.1864502558846187e-110,Macrophage Cell,61.173645
CXCR4,5.250423,2.1080210987978773e-112,Macrophage Cell,38.065784
REL,6.015131,1.225825151734663e-109,Macrophage Cell,64.67477
PLCB2,7.765968,2.2627533561962617e-108,Macrophage Cell,217.66534
CST3,1.4990224,3.6323356501514204e-126,Macrophage Cell,2.8265111
BIN2,6.3773623,7.640405911403461e-105,Macrophage Cell,83.13374
CD84,7.461137,2.9945033380563495e-103,Macrophage Cell,176.20815
FGL2,6.6158137,1.6809837778865447e-102,Macrophage Cell,98.07502
PTGER4,5.700933,3.868935793869943e-102,Macrophage Cell,52.01778
LIPA,5.7093506,7.54578542640263e-102,Macrophage Cell,52.322174
PADI2,6.6555514,1.2617431792457378e-100,Macrophage Cell,100.81395
B2M,4.2564206,4.51165584796489e-104,Macrophage Cell,19.112183
SH3BGRL3,4.6225123,1.4499534027945386e-100,Macrophage Cell,24.632862
STAC3,7.2552533,2.2537232828050907e-96,Macrophage Cell,152.77379
CASP7,5.620289,5.888556919556912e-97,Macrophage Cell,49.189854
IL1RN,10.959801,1.2485472050290034e-94,Macrophage Cell,1991.7222
RGS19,5.775711,1.0680356431450871e-94,Macrophage Cell,54.785076
PTPN6,5.8342233,1.0809287253179067e-93,Macrophage Cell,57.0527
FAM107B,4.3969536,6.054236584880234e-96,Macrophage Cell,21.067595
SLCO2B1,6.7986093,5.0493631401730685e-92,Macrophage Cell,111.323105
LSP1,4.103913,2.09033551104986e-96,Macrophage Cell,17.194946
UCP2,5.565211,2.000868843252805e-92,Macrophage Cell,47.34732
SLAMF9,10.703695,9.966726167004203e-89,Macrophage Cell,1667.7592
GRASP,4.504873,9.777019921770861e-90,Macrophage Cell,22.703972
HPGDS,10.056072,5.990832408681505e-85,Macrophage Cell,1064.5826
ARHGAP4,5.4499755,2.70594183091793e-85,Macrophage Cell,43.712547
JAML,7.552171,6.742469030970053e-84,Macrophage Cell,187.68521
DUSP6,4.0349255,1.9472724603602274e-85,Macrophage Cell,16.392063
NCF1,8.04221,1.9788999060523095e-80,Macrophage Cell,263.60056
VSIG4,9.342422,2.8161587975510005e-79,Macrophage Cell,649.156
ARHGAP15,5.4275913,1.0710150461793834e-79,Macrophage Cell,43.03956
RPS6KA1,5.8723283,3.9808280888833975e-78,Macrophage Cell,58.579674
GIMAP4,5.6199293,9.576501406769688e-78,Macrophage Cell,49.177597
P2RY13,9.891201,2.1115304006347446e-76,Macrophage Cell,949.6164
DOCK10,6.158621,4.42629751563409e-76,Macrophage Cell,71.43805
GLIPR2,3.786474,2.167644386426716e-78,Macrophage Cell,13.79883
RCSD1,4.842207,2.3209260237143635e-75,Macrophage Cell,28.684649
ARRB2,4.3531547,4.100848644578819e-72,Macrophage Cell,20.43761
SRGN,5.0787706,3.400330020581939e-70,Macrophage Cell,33.795765
ITGA4,4.9220676,1.7859902548173696e-67,Macrophage Cell,30.317265
OSM,6.9046764,4.673022303432672e-66,Macrophage Cell,119.81597
SLC4A7,3.8828504,3.693279517923698e-66,Macrophage Cell,14.75212
CMTM3,3.8979704,5.491260022749837e-66,Macrophage Cell,14.907541
STXBP2,6.4628325,4.23357388610753e-62,Macrophage Cell,88.20769
PLAU,5.873491,3.7687903141242907e-62,Macrophage Cell,58.6269
SNX29,4.8628216,2.0728014686037704e-62,Macrophage Cell,29.097466
PRDM1,4.5289917,1.7721417347554203e-62,Macrophage Cell,23.086725
TLR1,6.196142,7.453956737855778e-61,Macrophage Cell,73.320366
PTGS2,3.4318178,1.4138637483178085e-60,Macrophage Cell,10.791457
ABRACL,3.6498463,6.766375617929177e-59,Macrophage Cell,12.552009
SLC15A3,3.8017015,1.140758920806359e-56,Macrophage Cell,13.945247
PMAIP1,5.4616184,1.1751953270581233e-54,Macrophage Cell,44.066746
S100A2,6.131014,2.8872590067395404e-52,Macrophage Cell,70.08403
BCL2,3.445391,1.0971529232369178e-51,Macrophage Cell,10.893464
CSF1R,8.804052,1.1843109390229604e-50,Macrophage Cell,446.97565
ORAI1,3.1388257,1.3796995776509478e-50,Macrophage Cell,8.808068
ECM1,3.4310727,2.7006885425630316e-50,Macrophage Cell,10.785886
CD48,5.4710975,5.781814925439298e-49,Macrophage Cell,44.357235
TNNI2,6.154365,8.798181837392542e-49,Macrophage Cell,71.22763
MTSS1,2.872779,4.6868327606224654e-48,Macrophage Cell,7.3247466
DEF6,4.620468,8.223703541997704e-45,Macrophage Cell,24.597984
PSMB9,2.8490453,3.2910774992837664e-45,Macrophage Cell,7.205234
ABI3,5.8003674,8.142514701347948e-44,Macrophage Cell,55.729427
PLD4,8.50692,1.4637186284338632e-43,Macrophage Cell,363.77936
RASSF5,3.9455013,1.0134212360224646e-43,Macrophage Cell,15.406864
MAG,5.1470065,3.2605880760877557e-43,Macrophage Cell,35.43263
PLXNC1,4.262391,7.69817429092989e-43,Macrophage Cell,19.19144
CD44,3.7846344,5.959106933618029e-43,Macrophage Cell,13.781245
RUNX1,4.17673,1.8679113940155406e-42,Macrophage Cell,18.085106
CD163L1,8.809796,4.120792067760645e-42,Macrophage Cell,448.7588
ARHGAP22,5.01486,5.027090904673895e-41,Macrophage Cell,32.331314
TNFSF8,5.746087,2.468448942818876e-40,Macrophage Cell,53.671604
LPXN,4.3354964,2.173041706297467e-40,Macrophage Cell,20.188984
MS4A4A,9.978994,2.1037474631986616e-39,Macrophage Cell,1009.1986
LIMD2,2.972676,1.1271891469694411e-38,Macrophage Cell,7.84991
IL10RA,3.9241757,3.464692887259607e-38,Macrophage Cell,15.180799
DPYSL2,2.4382021,1.1004819451667058e-38,Macrophage Cell,5.419659
CDA,2.9459171,1.196350390544951e-36,Macrophage Cell,7.7056527
CDKN2B,3.1987007,2.3756517558772376e-36,Macrophage Cell,9.1813135
IER3,2.481417,2.441823326254008e-36,Macrophage Cell,5.584457
EMB,4.7105813,1.7219116941711218e-35,Macrophage Cell,26.183414
ARL5B,3.6776862,8.616799627955768e-35,Macrophage Cell,12.796578
CCL3,9.968648,1.4505694152310494e-34,Macrophage Cell,1001.98694
PPM1M,3.3107264,9.537209050895934e-35,Macrophage Cell,9.922656
PIK3CG,5.3404603,1.9608152230368135e-34,Macrophage Cell,40.517136
CCR5,4.3426867,2.0261716742474495e-34,Macrophage Cell,20.289854
VAV1,4.876794,5.39897898681905e-34,Macrophage Cell,29.380638
ABCA6,2.8904746,5.208795779440088e-34,Macrophage Cell,7.4151435
SLC11A1,2.805425,5.752465599639966e-34,Macrophage Cell,6.990642
PECAM1,4.1245484,4.0297819526024235e-33,Macrophage Cell,17.442663
EPS8,2.7163417,7.059952082361477e-33,Macrophage Cell,6.572042
RNASE1,3.4571042,3.1528057783705044e-32,Macrophage Cell,10.982268
CCR1,9.719922,5.591210031032099e-32,Macrophage Cell,843.31165
CSF1,2.555878,7.338505618476548e-32,Macrophage Cell,5.880252
ARHGAP25,4.473056,2.5945518049830444e-31,Macrophage Cell,22.208744
TGFBR2,2.6929314,2.097851392401069e-31,Macrophage Cell,6.4662595
ZEB2,2.2034054,5.2495163604881815e-31,Macrophage Cell,4.605652
DOCK11,2.6539493,2.686867215108233e-30,Macrophage Cell,6.293878
CLDN1,4.1042867,8.327839747369181e-30,Macrophage Cell,17.199404
SAMD9L,2.8392823,1.0282117659685741e-29,Macrophage Cell,7.1566396
CAMP,8.5311365,8.05011124441324e-29,Macrophage Cell,369.93716
CYTIP,3.677469,1.1853471303552211e-28,Macrophage Cell,12.794652
IFI35,2.1578996,2.192795248922521e-28,Macrophage Cell,4.462647
HMOX1,2.5407383,5.185532842469318e-28,Macrophage Cell,5.818867
PTPN22,3.1354675,7.841483215722468e-28,Macrophage Cell,8.78759
TRAF3IP3,3.7655523,9.941401223363645e-28,Macrophage Cell,13.600165
TNFAIP8,2.733707,1.6764563031258124e-27,Macrophage Cell,6.6516256
NFE2L3,3.675696,4.3494858769340286e-27,Macrophage Cell,12.778936
S100A4,2.1597772,2.0410939223754352e-27,Macrophage Cell,4.468458
LY96,3.5154288,5.116528150657403e-26,Macrophage Cell,11.435351
PSMB8,2.1792445,1.0335453110945565e-25,Macrophage Cell,4.5291634
LYVE1,4.034767,2.3882827494941477e-25,Macrophage Cell,16.390265
STK4,3.015998,6.9919432301175685e-25,Macrophage Cell,8.089205
SLC39A10,2.2384195,1.2580825169072537e-24,Macrophage Cell,4.718798
SH3BP1,2.9232194,2.1241195301948096e-24,Macrophage Cell,7.5853696
CSK,2.4101148,3.497235009131215e-24,Macrophage Cell,5.315166
ITGA6,2.1057682,5.768332548526466e-24,Macrophage Cell,4.304269
EGFL7,2.2316706,1.418236636820149e-23,Macrophage Cell,4.6967754
MMP9,6.8752046,2.6069820500891497e-23,Macrophage Cell,117.393166
NR4A2,1.8388782,9.188688555586294e-23,Macrophage Cell,3.5773175
FAS,3.0367181,1.0151008911969705e-21,Macrophage Cell,8.206222
STEAP4,3.3666267,1.4563540131390188e-21,Macrophage Cell,10.314676
TNFRSF1B,3.457962,3.779798973532188e-21,Macrophage Cell,10.988801
ISG20,2.2310925,3.344167322072271e-21,Macrophage Cell,4.6948934
SLC1A3,3.9574382,6.33454428352874e-21,Macrophage Cell,15.534869
ARHGAP30,4.103023,4.5141671430916477e-20,Macrophage Cell,17.184345
SCML4,3.911271,2.0083989885068375e-19,Macrophage Cell,15.045614
ALOX5AP,29.17386,1.965111853480592e-18,Macrophage Cell,605629630.0
WIPF1,1.692419,1.5261139620279596e-18,Macrophage Cell,3.2319818
ANXA3,2.1622334,1.8201573646677244e-18,Macrophage Cell,4.4760723
RCAN1,1.8197469,2.3230650262149835e-18,Macrophage Cell,3.5301926
ITGB7,2.9099524,3.746103155764257e-18,Macrophage Cell,7.515934
TIE1,3.1950674,5.351671361902499e-18,Macrophage Cell,9.15822
ST3GAL6,3.6872947,5.8670842094885826e-18,Macrophage Cell,12.88209
SEMA4D,2.0734499,5.647537800553772e-18,Macrophage Cell,4.208919
TTC39C,2.830098,8.679398884069158e-18,Macrophage Cell,7.111224
FGR,4.5162525,1.2783642327158145e-17,Macrophage Cell,22.883764
LFNG,2.8819232,1.874440142856179e-17,Macrophage Cell,7.371321
CTSC,1.6084521,1.509890893612979e-17,Macrophage Cell,3.049245
RARRES1,1.7430489,4.167297203935858e-17,Macrophage Cell,3.3474183
INSIG1,1.603586,6.817662470055481e-17,Macrophage Cell,3.0389776
NLRP3,8.580072,1.1618286545153392e-16,Macrophage Cell,382.70062
TNF,8.152589,2.257036038101168e-16,Macrophage Cell,284.55997
EZR,1.7472657,1.7106976219770567e-16,Macrophage Cell,3.3572168
PDGFB,2.3973336,3.544630609838087e-16,Macrophage Cell,5.268286
IL1R2,5.9668007,7.470737864646257e-16,Macrophage Cell,62.54405
IFI44L,3.1361299,1.0083993585478361e-15,Macrophage Cell,8.791625
TMEM243,1.6956378,1.009071085692929e-15,Macrophage Cell,3.2392006
OTUD1,3.8707578,1.9058866752034876e-15,Macrophage Cell,14.628985
CHD7,2.0695865,5.912798622731473e-15,Macrophage Cell,4.1976633
IFIT2,1.8809412,1.2990975366915981e-14,Macrophage Cell,3.6831527
DOK2,3.047579,2.0415959736394475e-14,Macrophage Cell,8.268233
IL1A,2.9346385,2.42685410033891e-14,Macrophage Cell,7.6456466
PLVAP,4.494485,3.5348792231722147e-14,Macrophage Cell,22.541082
IKZF1,4.775656,4.9491475826260515e-14,Macrophage Cell,27.391499
TMEM176B,1.4121636,4.687921744307939e-14,Macrophage Cell,2.66136
WARS,1.5084991,1.2413868472648937e-13,Macrophage Cell,2.845139
BMP2,1.9617296,1.4255046760995188e-13,Macrophage Cell,3.895287
PLAUR,4.990775,2.2662621856467169e-13,Macrophage Cell,31.796038
PAQR8,2.2687743,2.075327112639205e-13,Macrophage Cell,4.819135
CARD11,3.6081166,3.1657856868326795e-13,Macrophage Cell,12.194145
CXCL1,5.5283117,9.06785884785444e-13,Macrophage Cell,46.151695
BTG1,1.3453918,1.1038498785408263e-12,Macrophage Cell,2.5409918
ARHGEF6,1.9466196,3.0653401511932283e-12,Macrophage Cell,3.8547027
VCAN,2.533172,4.461303877318605e-12,Macrophage Cell,5.7884293
FCER1G,28.395489,7.198921923079982e-12,Macrophage Cell,353096860.0
TOP2A,3.3421621,7.819990803444008e-12,Macrophage Cell,10.141239
ADGRG6,1.8365477,1.3285048546721602e-11,Macrophage Cell,3.5715437
BATF,2.7855792,1.6679900302822145e-11,Macrophage Cell,6.895137
SQLE,1.3902912,1.616674614360026e-11,Macrophage Cell,2.621316
SASH3,3.1969845,2.4124025213899782e-11,Macrophage Cell,9.170399
PIK3R1,1.2036374,3.0810853707428676e-11,Macrophage Cell,2.3031962
TRPV2,1.614415,3.532888112567517e-11,Macrophage Cell,3.0618744
ALCAM,1.4210682,4.329126059216951e-11,Macrophage Cell,2.6778371
GIMAP6,2.3658254,1.1404214612211417e-10,Macrophage Cell,5.1544747
MKI67,4.400078,1.2818519376880126e-10,Macrophage Cell,21.113266
NR4A1,1.0634987,2.4456752055942574e-10,Macrophage Cell,2.0899937
ANKRD44,1.5508146,3.6126467987895495e-10,Macrophage Cell,2.9298253
ITGAL,2.2825081,9.99623106892728e-10,Macrophage Cell,4.86523
FCHO1,4.655269,1.4071829262524197e-09,Macrophage Cell,25.198555
ERAP1,1.4559135,1.5263029122244216e-09,Macrophage Cell,2.743302
DPEP2,3.4539366,2.0283777542299126e-09,Macrophage Cell,10.958182
LCP2,4.2920017,2.411672209523798e-09,Macrophage Cell,19.589405
LPAR6,2.351711,2.4942552300669355e-09,Macrophage Cell,5.1042924
PLCG2,6.1591926,2.9311094749490437e-09,Macrophage Cell,71.46637
AREG,4.9972253,4.06741519844209e-09,Macrophage Cell,31.938515
KIFC1,2.042194,1.69092503492346e-08,Macrophage Cell,4.118714
B3GNT5,2.641726,1.9734417739267742e-08,Macrophage Cell,6.2407784
FAM78A,2.549954,2.414802994390607e-08,Macrophage Cell,5.856156
CCR6,4.970426,2.8423497434638223e-08,Macrophage Cell,31.350706
SEPT6,1.1594117,3.051289573867489e-08,Macrophage Cell,2.2336633
IGF1,1.3111742,3.701694704561502e-08,Macrophage Cell,2.481434
RUNX3,2.084219,1.1133987187144665e-07,Macrophage Cell,4.2404547
ENPP2,1.4946464,1.6030283575858938e-07,Macrophage Cell,2.8179507
MAP3K1,1.7584862,1.826157322128073e-07,Macrophage Cell,3.383429
ICAM2,2.02171,2.729573646545405e-07,Macrophage Cell,4.060648
GATM,1.012954,8.858462679684438e-07,Macrophage Cell,2.018039
LYST,0.98584956,1.238145205658965e-06,Macrophage Cell,1.9804792
ST6GAL1,3.5043669,1.3055926878709261e-06,Macrophage Cell,11.348005
TMEM71,4.668099,1.7270942683697488e-06,Macrophage Cell,25.423643
KMO,6.3778486,2.080030507610415e-06,Macrophage Cell,83.16177
ABL2,2.5516307,2.0577244313511845e-06,Macrophage Cell,5.862966
P2RY10,1.7694484,2.177282952721326e-06,Macrophage Cell,3.409236
STK10,2.7070382,2.457743060659711e-06,Macrophage Cell,6.529797
SLC43A2,3.5350828,2.889492592800949e-06,Macrophage Cell,11.592202
PRKCB,3.7784562,3.007879915674896e-06,Macrophage Cell,13.722356
PARP8,1.593048,3.4440176157260407e-06,Macrophage Cell,3.0168605
KIF20B,1.2414298,9.109372999731283e-06,Macrophage Cell,2.3643272
TNFAIP3,2.6598446,2.2343504205552892e-05,Macrophage Cell,6.3196497
NABP1,1.1217006,3.187401918322532e-05,Macrophage Cell,2.1760333
CENPM,1.3948357,3.783579254308314e-05,Macrophage Cell,2.6295862
IQGAP2,0.78553516,3.792393292598725e-05,Macrophage Cell,1.7237316
CENPF,1.2514832,3.968142917418288e-05,Macrophage Cell,2.3808606
MSMO1,0.7914289,6.451332994217749e-05,Macrophage Cell,1.7307879
IER5,3.086373,7.346576120986233e-05,Macrophage Cell,8.493582
MX1,0.78944844,9.340667639343159e-05,Macrophage Cell,1.7284136
RGCC,3.5376804,0.00012988010252759085,Macrophage Cell,11.613093
EREG,3.9574378,0.00013282731298777176,Macrophage Cell,15.534864
MICAL1,1.2789667,0.00015014986704637694,Macrophage Cell,2.426651
CAPN3,1.7542369,0.00022618778922313965,Macrophage Cell,3.3734784
ACP5,2.5299804,0.00024086106181135555,Macrophage Cell,5.775638
XYLT1,2.418918,0.00031579520124737804,Macrophage Cell,5.3476977
HSPH1,0.65936404,0.0003623219158690699,Macrophage Cell,1.5793862
NDC80,2.424999,0.0004450609873542178,Macrophage Cell,5.3702865
CCRL2,26.294216,0.0005215789188286786,Macrophage Cell,82290136.0
ANTXR2,1.1941633,0.0005474598985877932,Macrophage Cell,2.2881207
BTLA,3.710463,0.0006491587151977231,Macrophage Cell,13.090633
ARHGAP9,2.045378,0.0009265495285005878,Macrophage Cell,4.127814
CD244,3.2280798,0.0010116770022637412,Macrophage Cell,9.370199
SLA,4.424043,0.001036552330282394,Macrophage Cell,21.466919
MBP,0.9494722,0.0012065930304365508,Macrophage Cell,1.931166
DENND1C,3.0683768,0.0012399803538970815,Macrophage Cell,8.388289
PDE7A,1.1478481,0.0014130668299667116,Macrophage Cell,2.2158315
IL16,1.0559204,0.002051835494322274,Macrophage Cell,2.079044
P2RX7,2.4559908,0.0021166023531937707,Macrophage Cell,5.486898
AKNA,0.6935586,0.002193635442811276,Macrophage Cell,1.6172677
TMEM154,1.9653308,0.0026422546067782944,Macrophage Cell,3.9050224
IL1RAP,1.9301263,0.0037123161803569176,Macrophage Cell,3.8108857
PHACTR1,1.0164725,0.003743303087031144,Macrophage Cell,2.0229666
CAMK1D,2.7799392,0.0039227184940938235,Macrophage Cell,6.868234
ARL4C,2.1226914,0.004163108724011008,Macrophage Cell,4.3550563
ACAP1,1.0749905,0.0043831126686873475,Macrophage Cell,2.106708
GIMAP8,1.4804505,0.005121494057385188,Macrophage Cell,2.7903585
PAG1,3.7218497,0.006113374427981615,Macrophage Cell,13.194362
PTTG1,0.7448543,0.006549671125024553,Macrophage Cell,1.675805
TMC8,2.597224,0.007181522955991876,Macrophage Cell,6.051212
ICAM1,1.613878,0.00852770726112589,Macrophage Cell,3.0607347
SAMHD1,0.5280575,0.008517766440748581,Macrophage Cell,1.4419863
MAFB,1.2935698,0.01173402720423366,Macrophage Cell,2.4513385
EXO1,4.40309,0.012504111087504472,Macrophage Cell,21.157394
RPGRIP1,2.737292,0.012837261236698743,Macrophage Cell,6.668175
HGF,0.61356133,0.013385239722756665,Macrophage Cell,1.5300316
SH2D3C,0.99627906,0.013998539479004101,Macrophage Cell,1.9948484
BANK1,1.3891882,0.014180214975280858,Macrophage Cell,2.6193125
SPN,25.185062,0.01434699520372357,Macrophage Cell,38146900.0
TNFSF10,0.52143914,0.016143267843876357,Macrophage Cell,1.4353863
PTGIR,0.9687348,0.021718786036321287,Macrophage Cell,1.9571235
KCTD12,2.5655234,0.022181826312411404,Macrophage Cell,5.9196973
PLP2,0.45590514,0.024024167134287497,Macrophage Cell,1.3716431
CD93,3.6505582,0.02577532308370857,Macrophage Cell,12.558204
DNASE1L3,2.0858145,0.026925643216943313,Macrophage Cell,4.2451468
RNF144B,0.79917645,0.030183167487840674,Macrophage Cell,1.7401075
GPR155,0.8305693,0.031999575245793915,Macrophage Cell,1.7783871
TMEM107,0.39421475,0.03203819407605025,Macrophage Cell,1.3142272
HPSE,1.5158451,0.03393600998338007,Macrophage Cell,2.8596628
HJURP,1.8904247,0.03605991587782113,Macrophage Cell,3.7074435
HS3ST1,1.2550242,0.03612903303176881,Macrophage Cell,2.3867114
TSTD1,2.9516058,0.036333293218076525,Macrophage Cell,7.7360964
TNFAIP2,2.0227654,0.03988211824558961,Macrophage Cell,4.0636196
S100A9,2.704373,0.042637483529132346,Macrophage Cell,6.517745
PPP2R2B,0.69121647,0.045443257196126866,Macrophage Cell,1.6146444
PRRG4,0.81035954,0.0466585818618861,Macrophage Cell,1.7536484
PRSS36,2.1616938,0.047207939464339016,Macrophage Cell,4.4743986
GRK6,1.5275277,0.05096715264757616,Macrophage Cell,2.8829138
SATB1,0.9399528,0.05142528715179983,Macrophage Cell,1.9184655
PDE4B,0.458017,0.052935204183340655,Macrophage Cell,1.3736525
ISG15,0.40137747,0.053493353159532804,Macrophage Cell,1.3207684
IFIH1,0.49636713,0.05454978898198479,Macrophage Cell,1.4106569
TMEM140,0.7404939,0.06299685727807884,Macrophage Cell,1.6707478
CENPI,1.6933575,0.06340714194889088,Macrophage Cell,3.2340846
BSPRY,1.8556857,0.0667422519665602,Macrophage Cell,3.6192374
ARAP2,0.402213,0.07001388217858094,Macrophage Cell,1.3215336
RHOH,2.5139937,0.07308610120739643,Macrophage Cell,5.711991
IRF4,0.75534594,0.08114975535805469,Macrophage Cell,1.6880363
