Name,logfc,pvals_adj,celltype,fc
GPR34,8.535146,3.5337426023240145e-129,Macrophage Cell,370.96667
C3,4.5123825,5.6729219420898965e-130,Macrophage Cell,22.822462
LPAR6,4.7013025,3.71444085374537e-129,Macrophage Cell,26.015554
WAS,7.5544577,2.4982286946604476e-123,Macrophage Cell,187.98291
LCP2,6.565749,4.3539669410677674e-123,Macrophage Cell,94.72998
SMAP2,4.1398883,1.2313631348829403e-120,Macrophage Cell,17.629116
CCR1,9.014926,1.4828081405480475e-117,Macrophage Cell,517.3246
MARCH1,8.35329,7.542117639802832e-114,Macrophage Cell,327.03235
RHOG,4.063291,6.753470702436753e-113,Macrophage Cell,16.717545
IL10RA,6.0929847,1.0713132879110867e-111,Macrophage Cell,68.260765
B3GNT5,5.0758047,5.4022762907246094e-111,Macrophage Cell,33.726357
GK,5.062366,7.404459560432166e-111,Macrophage Cell,33.41366
ARHGAP4,5.6593294,3.6735414773390343e-110,Macrophage Cell,50.539146
NCKAP1L,7.416557,4.102235935797443e-109,Macrophage Cell,170.8465
RUNX1,5.0541754,1.1344742410806558e-104,Macrophage Cell,33.224495
PREX1,5.2438874,1.0005694013199675e-99,Macrophage Cell,37.893734
NLRP3,8.194634,1.1220558260185923e-98,Macrophage Cell,292.97513
EMB,5.586201,1.50626502560608e-98,Macrophage Cell,48.041233
JAML,7.325088,4.5563838076514273e-98,Macrophage Cell,160.35083
ABI3,6.3943033,6.489825574776975e-98,Macrophage Cell,84.11571
TNF,6.5748568,4.873231803128731e-93,Macrophage Cell,95.329895
IGSF6,7.597525,4.3446550527091715e-90,Macrophage Cell,193.6792
PTGER4,4.142412,2.974577921909592e-88,Macrophage Cell,17.659985
ZEB2,3.025124,2.18321405570009e-88,Macrophage Cell,8.140537
PTPN6,5.7901015,1.6204507473892144e-85,Macrophage Cell,55.33428
IRF8,4.9389105,1.6952713447761811e-84,Macrophage Cell,30.673279
COTL1,2.8342013,2.878137259645053e-85,Macrophage Cell,7.1314793
FERMT3,4.627899,9.207337089706265e-84,Macrophage Cell,24.72501
PMAIP1,3.5221708,1.0710724031258876e-83,Macrophage Cell,11.488915
IER5,3.0287664,1.1106014489456368e-83,Macrophage Cell,8.161116
PDE4B,3.5137877,3.308960480489043e-81,Macrophage Cell,11.422351
PHACTR1,4.6968765,5.891654468584851e-81,Macrophage Cell,25.935863
RASGEF1B,3.47481,1.0423447736548633e-79,Macrophage Cell,11.117881
AREG,4.6299696,2.2395087228820984e-78,Macrophage Cell,24.760517
TNFAIP8,4.2058306,3.4835223958228076e-78,Macrophage Cell,18.453602
DENND3,5.1190367,2.7669306959920632e-77,Macrophage Cell,34.7523
FMNL1,5.5941772,3.970960368757019e-77,Macrophage Cell,48.307568
TNFSF13B,4.4323425,8.468256731575191e-77,Macrophage Cell,21.590767
IER3,2.3426433,1.1419039079785143e-77,Macrophage Cell,5.072311
EGR2,3.161164,1.273299697462373e-75,Macrophage Cell,8.945512
ARL4C,3.8389008,9.389789771961933e-75,Macrophage Cell,14.309495
CASP1,4.1954713,1.647857194465139e-74,Macrophage Cell,18.32157
LTC4S,6.201909,3.0037698111052436e-74,Macrophage Cell,73.61404
RGS19,5.765335,1.2551070057537142e-72,Macrophage Cell,54.39247
THBS1,3.468551,2.41936007424936e-72,Macrophage Cell,11.069752
CCRL2,6.493778,1.1862829847243749e-70,Macrophage Cell,90.12018
TAGAP,5.6684437,6.209554824601147e-70,Macrophage Cell,50.85944
DOK2,5.4242606,1.8277377713363166e-69,Macrophage Cell,42.940308
UNC93B1,3.6153383,6.249868587282934e-69,Macrophage Cell,12.255338
PLAU,4.8013186,2.2347578847987597e-68,Macrophage Cell,27.883093
NABP1,2.7919369,3.463512736066784e-68,Macrophage Cell,6.9255896
CAPG,3.5220718,9.80786630679145e-67,Macrophage Cell,11.488128
PRDM1,4.5143704,2.3211632581946004e-66,Macrophage Cell,22.853931
PLCB2,6.8330297,3.032105585218658e-66,Macrophage Cell,114.01104
CD69,4.5636272,2.131124321291451e-65,Macrophage Cell,23.647688
UCP2,4.5624094,1.850777583853452e-64,Macrophage Cell,23.627733
SLC4A7,2.975334,6.75197913907755e-64,Macrophage Cell,7.8643847
AOAH,6.479357,6.407032066144845e-63,Macrophage Cell,89.22381
GIMAP4,4.7482357,9.030111800608089e-63,Macrophage Cell,26.875797
NCF1,5.8441615,3.195544368105757e-62,Macrophage Cell,57.447075
ST6GAL1,5.285463,1.1912763354850397e-61,Macrophage Cell,39.001637
GRASP,3.0635035,1.4027240966852443e-61,Macrophage Cell,8.3600025
PLD4,6.8994894,3.3878700849510205e-60,Macrophage Cell,119.38596
OSM,7.0310793,2.6998125331823365e-56,Macrophage Cell,130.78735
PAG1,3.3661075,3.025250861246467e-56,Macrophage Cell,10.310965
DOCK8,4.6193237,5.309339544954179e-56,Macrophage Cell,24.57848
TPM3,2.1496613,2.159885354204401e-56,Macrophage Cell,4.4372363
GPR65,5.400593,1.4517431237277864e-55,Macrophage Cell,42.241608
IL1RN,4.071326,4.2519001898102395e-55,Macrophage Cell,16.810907
TNFAIP2,2.681925,3.4484617635676445e-55,Macrophage Cell,6.417116
RCSD1,3.9122343,7.79223600532828e-55,Macrophage Cell,15.055663
ICAM1,2.380999,5.152809947584283e-54,Macrophage Cell,5.2089734
STXBP2,4.148765,1.373772060124795e-53,Macrophage Cell,17.737923
GATM,2.7477274,1.0853891697936587e-52,Macrophage Cell,6.716583
LIMD2,3.1158445,7.222841232226764e-52,Macrophage Cell,8.668873
HPGDS,6.8076577,1.3812456343497882e-51,Macrophage Cell,112.02351
RASSF4,2.3223681,8.582264897742061e-52,Macrophage Cell,5.001525
ANXA1,2.0890586,7.192159172899016e-52,Macrophage Cell,4.2547035
DUSP6,2.3735597,1.0249764970804914e-50,Macrophage Cell,5.182182
TSPAN33,3.9260182,2.9290865133695307e-50,Macrophage Cell,15.200198
IL1R2,6.3275466,8.67657803747937e-49,Macrophage Cell,80.312164
KMO,5.5290875,1.1012089441247904e-47,Macrophage Cell,46.176517
VMO1,2.3384538,2.5020774672429463e-47,Macrophage Cell,5.057603
ARHGAP24,2.667721,5.13388597296775e-46,Macrophage Cell,6.354246
ARHGAP30,4.11731,1.1499662972064148e-45,Macrophage Cell,17.355368
DPYSL2,2.1150842,9.167926362384232e-46,Macrophage Cell,4.332153
CYTIP,4.3950644,3.3226605696129796e-45,Macrophage Cell,21.040024
STARD4,3.0168571,8.935986754914835e-45,Macrophage Cell,8.094024
IKZF1,5.291109,4.50517444449046e-44,Macrophage Cell,39.154575
DEF6,4.7574635,1.0201920047038869e-43,Macrophage Cell,27.048252
STK4,2.3300197,1.2057818840325038e-43,Macrophage Cell,5.028122
PSTPIP1,5.0807476,2.3015566074754836e-43,Macrophage Cell,33.84211
MTSS1,2.4833853,1.255998105935746e-42,Macrophage Cell,5.5920815
PECAM1,4.0337114,3.331608654379398e-42,Macrophage Cell,16.378275
NR4A3,2.1265428,2.523272126296857e-42,Macrophage Cell,4.3666983
RPS6KA1,4.5190935,6.078850154833842e-42,Macrophage Cell,22.928873
TLR1,4.1793413,8.410868389472976e-42,Macrophage Cell,18.117868
ARL4A,2.0647628,8.069466742369479e-42,Macrophage Cell,4.183652
ARL5B,2.2208037,1.6393439616506344e-41,Macrophage Cell,4.6615305
CD44,1.9961843,5.333568959739123e-41,Macrophage Cell,3.9894347
CMTM3,2.2575195,1.191588054582122e-40,Macrophage Cell,4.7816863
CD48,4.3645754,1.5729150821220924e-40,Macrophage Cell,20.600042
FRMD4A,2.7261968,1.5557789011048316e-40,Macrophage Cell,6.6170893
SLC43A2,2.8018594,2.0232645995563005e-40,Macrophage Cell,6.9733863
HSPH1,1.8389091,1.2802055813524104e-40,Macrophage Cell,3.5773942
ARHGAP22,4.228449,3.7573261941125294e-40,Macrophage Cell,18.745193
SEPT6,2.8072696,4.916326323785786e-39,Macrophage Cell,6.999586
LMO2,3.4800954,2.642422423879463e-38,Macrophage Cell,11.158688
BIN2,5.2303534,6.559457670820669e-38,Macrophage Cell,37.53991
CX3CR1,6.4488416,1.413860988875209e-37,Macrophage Cell,87.35641
IGF1,3.138575,2.571420952833768e-37,Macrophage Cell,8.806539
SASH3,5.976263,3.504915495809935e-37,Macrophage Cell,62.95561
FGR,5.280496,9.338719186279776e-36,Macrophage Cell,38.8676
UPP1,2.0452304,1.1251221808862944e-35,Macrophage Cell,4.127392
WIPF1,1.9878963,1.8783900407996214e-35,Macrophage Cell,3.9665818
STK10,2.997361,2.92996211651412e-34,Macrophage Cell,7.985379
CCR5,6.584361,1.7428661429575402e-33,Macrophage Cell,95.95999
ABRACL,2.8120904,2.8289393372226135e-33,Macrophage Cell,7.0230145
DOCK10,4.536555,7.50677091751451e-33,Macrophage Cell,23.208073
FSCN1,1.8192986,9.035773033768185e-33,Macrophage Cell,3.529096
VAV1,5.506606,1.6858471117863296e-32,Macrophage Cell,45.462532
LSP1,1.767749,1.731428364842366e-32,Macrophage Cell,3.4052222
TCHH,6.5844073,2.8182372816957086e-32,Macrophage Cell,95.963066
PSMB8,1.7904915,2.680865282416389e-32,Macrophage Cell,3.4593272
P2RY13,7.1271906,6.585625026664926e-32,Macrophage Cell,139.7971
DOCK11,3.2458234,7.326262766325895e-32,Macrophage Cell,9.486155
ST3GAL6,2.098638,2.455190368359027e-31,Macrophage Cell,4.2830486
SH3BP5,1.7550642,2.9203304230420054e-31,Macrophage Cell,3.3754137
ITGA4,3.0584865,4.67997046326486e-31,Macrophage Cell,8.330981
ARHGAP15,2.4709177,6.868395094904754e-30,Macrophage Cell,5.5439634
IL16,4.531953,1.1235522388492824e-29,Macrophage Cell,23.134161
LIPA,1.9621463,4.197455739225099e-29,Macrophage Cell,3.8964121
CSK,2.3900054,5.154754371995041e-29,Macrophage Cell,5.2415934
ENG,1.8570998,5.83069264507956e-29,Macrophage Cell,3.6227865
S100A4,1.4323937,4.522807020293048e-28,Macrophage Cell,2.6989415
SLC15A3,2.1027126,8.368214592987032e-28,Macrophage Cell,4.295162
ZC3HAV1,1.6323,9.334936419071265e-28,Macrophage Cell,3.1000683
PSMB9,1.7111537,1.5436979584515856e-27,Macrophage Cell,3.2742257
P2RX7,2.7041352,2.223794281774956e-27,Macrophage Cell,6.516671
MICAL1,3.500015,1.1435346243593123e-25,Macrophage Cell,11.313827
ARHGAP9,4.33385,1.5498255358634946e-24,Macrophage Cell,20.165955
LPXN,3.109991,2.5855848293767652e-24,Macrophage Cell,8.633772
CCL8,4.3275,3.2815657068692785e-24,Macrophage Cell,20.07739
PTPN22,3.108281,1.0927088841291187e-23,Macrophage Cell,8.623544
TRPV2,3.739773,2.984511025510326e-23,Macrophage Cell,13.359304
BATF,4.576131,2.4859982104228336e-22,Macrophage Cell,23.85353
VCAN,2.3218553,1.5438728736421611e-21,Macrophage Cell,4.9997478
SLC9A9,1.9122022,1.1332920410913475e-20,Macrophage Cell,3.763832
ARHGAP25,4.6148286,2.6159689316898467e-20,Macrophage Cell,24.502018
PADI2,3.2176063,4.5872575261698956e-20,Macrophage Cell,9.302421
ANKRD44,1.9693795,4.456943848992843e-20,Macrophage Cell,3.9159966
MBP,1.5482405,7.44656197359018e-20,Macrophage Cell,2.9246025
EGFL7,1.6760052,7.707441322408503e-20,Macrophage Cell,3.1954193
SORL1,1.4582136,7.667369538406479e-20,Macrophage Cell,2.7476792
SH3BP1,2.8225567,9.512798775822855e-20,Macrophage Cell,7.0741496
CCL5,2.3416152,1.5670197076211524e-19,Macrophage Cell,5.068698
PIK3CG,5.233915,1.7153899870631833e-19,Macrophage Cell,37.632698
CXCL10,2.8394456,3.1673857366056404e-19,Macrophage Cell,7.1574497
TCIRG1,1.4803234,4.56064303714451e-18,Macrophage Cell,2.7901127
EREG,5.0736313,1.3137487225802644e-17,Macrophage Cell,33.675587
GIMAP6,3.3832152,1.8096165734719435e-17,Macrophage Cell,10.433963
RASSF5,1.5250685,2.184603413782542e-17,Macrophage Cell,2.8780038
TRIM14,2.3271248,3.227329795933883e-17,Macrophage Cell,5.018043
ADAP1,3.022761,5.293736479262582e-17,Macrophage Cell,8.127215
MMP9,5.5325565,7.141925960097789e-17,Macrophage Cell,46.287685
DDIT4,1.1371359,1.086725502446692e-16,Macrophage Cell,2.1994395
CAMK1D,2.9238827,2.4273665147986824e-16,Macrophage Cell,7.5888577
IL1A,5.781391,3.6670248286281017e-16,Macrophage Cell,55.001198
APH1A,1.1430914,3.1444303712607733e-15,Macrophage Cell,2.2085378
CHD7,1.5992194,7.20551173344579e-15,Macrophage Cell,3.0297935
SLC39A10,1.5873408,9.719330122535816e-15,Macrophage Cell,3.0049498
DPEP2,5.5081544,1.0160011674388844e-14,Macrophage Cell,45.511345
SNX18,1.4401969,1.3496466801467511e-14,Macrophage Cell,2.713579
RPS6KA4,1.5988774,1.4121104892373011e-14,Macrophage Cell,3.0290754
CHML,1.6118997,1.6091986338493414e-14,Macrophage Cell,3.0565407
ARHGEF6,1.5652333,2.3053964433015864e-14,Macrophage Cell,2.9592538
MAP3K1,1.7226809,3.182924558719002e-14,Macrophage Cell,3.3004916
CFP,4.9834185,3.277511668952137e-14,Macrophage Cell,31.634315
PIK3R1,1.0565344,7.142056992456309e-14,Macrophage Cell,2.079929
CD52,2.2081478,8.972529820839873e-14,Macrophage Cell,4.620816
EZR,1.0641828,1.1026012603258202e-13,Macrophage Cell,2.090985
CST7,2.611305,1.2165096467986077e-13,Macrophage Cell,6.110562
IFI44L,1.3071431,2.0908320363076784e-13,Macrophage Cell,2.4745102
ANKRD37,1.0503885,2.9927214727444157e-13,Macrophage Cell,2.0710874
PDGFB,1.4779426,3.2247038568636133e-13,Macrophage Cell,2.7855122
SPN,3.5722713,1.7785436492211776e-12,Macrophage Cell,11.894901
SQLE,1.089596,1.9793308979126626e-12,Macrophage Cell,2.1281443
ARAP2,1.43125,2.093969467485713e-12,Macrophage Cell,2.6968029
CD28,4.374809,2.7072034206200152e-12,Macrophage Cell,20.746683
PARP8,1.5660527,1.628552302734081e-11,Macrophage Cell,2.9609349
ADGRG6,1.7174608,1.7184791974132798e-11,Macrophage Cell,3.288571
VEGFA,0.993346,1.849060745781933e-11,Macrophage Cell,1.9907968
AKNA,1.257336,1.9148076078627948e-11,Macrophage Cell,2.3905392
CYTL1,1.2843779,2.0273729632624898e-11,Macrophage Cell,2.43577
TRAF3IP3,2.4579482,2.2107977151192163e-11,Macrophage Cell,5.4943476
FRAT1,2.7197745,2.4252082639872174e-11,Macrophage Cell,6.5876985
ICAM2,1.8349979,2.6130614987507796e-11,Macrophage Cell,3.567709
SLC2A3,0.8933106,2.6693663308422798e-11,Macrophage Cell,1.8574336
DENND1C,4.1228385,2.8681216657765673e-11,Macrophage Cell,17.422
TMEM107,1.1195428,3.074972289817304e-11,Macrophage Cell,2.172781
STAC3,1.813833,9.925124921553868e-11,Macrophage Cell,3.5157514
GAS2L3,1.4472558,4.377314267971575e-10,Macrophage Cell,2.726889
TMC8,3.1526566,5.011168464432186e-10,Macrophage Cell,8.892916
NLRC5,2.1236358,5.229482025929731e-10,Macrophage Cell,4.357908
NFE2L3,3.49031,8.260625894314256e-10,Macrophage Cell,11.237973
IL1RAP,1.0543631,1.3534652237915923e-09,Macrophage Cell,2.0768013
IL2RG,2.507921,1.4609505936746921e-09,Macrophage Cell,5.687998
SLAMF7,4.0163226,2.1013525906239545e-09,Macrophage Cell,16.18205
FAM78A,3.2613163,2.5457708505136997e-09,Macrophage Cell,9.588573
TNFSF8,4.9808826,3.813550126317591e-09,Macrophage Cell,31.57876
LPAR2,2.5664768,3.849536461345568e-09,Macrophage Cell,5.9236107
PLCG2,0.90129226,3.8758196007017484e-09,Macrophage Cell,1.8677382
CXCL1,1.9568073,4.272700175779399e-09,Macrophage Cell,3.8820193
TPK1,1.4815747,6.689716650729282e-09,Macrophage Cell,2.7925336
OPN3,1.1604661,1.5418782484351376e-08,Macrophage Cell,2.2352962
FCHO1,3.6003711,1.807602379137209e-08,Macrophage Cell,12.128853
SEL1L3,2.4390028,2.1057220639703633e-08,Macrophage Cell,5.4226675
PHLDA2,0.9619293,2.2451057792797592e-08,Macrophage Cell,1.947913
PLAC8,2.7802649,2.3694268880415425e-08,Macrophage Cell,6.869785
LYSMD2,1.0279667,2.917121876099575e-08,Macrophage Cell,2.0391483
G0S2,0.8923152,3.063279044227483e-08,Macrophage Cell,1.8561524
ITGAL,3.3633463,4.89748219957734e-08,Macrophage Cell,10.291249
IL27RA,2.308942,8.020380168671077e-08,Macrophage Cell,4.955196
CSGALNACT1,0.91392976,8.975759145838388e-08,Macrophage Cell,1.8841708
PLXNC1,1.2603513,1.273376767396556e-07,Macrophage Cell,2.3955405
TNNI2,1.4290076,1.4996849037209883e-07,Macrophage Cell,2.6926146
SEMA4D,1.2222307,1.706427469982048e-07,Macrophage Cell,2.3330717
MACROD2,1.9742923,1.732112506362089e-07,Macrophage Cell,3.9293544
ISG20,0.82447,2.1098902261580067e-07,Macrophage Cell,1.7708844
BANK1,4.875571,3.3873849611133965e-07,Macrophage Cell,29.355742
LFNG,2.925015,5.355473100054811e-07,Macrophage Cell,7.5948157
GIMAP8,1.5292827,6.30547716552763e-07,Macrophage Cell,2.8864229
ENPP2,0.8929392,7.486464930074715e-07,Macrophage Cell,1.8569555
CARD11,3.662644,8.056304308003894e-07,Macrophage Cell,12.663848
TESC,1.7404352,1.07439741648255e-06,Macrophage Cell,3.3413596
SYT1,1.4087508,1.2950651892201957e-06,Macrophage Cell,2.6550717
MCOLN2,2.75165,1.3958847959371503e-06,Macrophage Cell,6.73487
PRSS36,2.7791216,2.6032561423957156e-06,Macrophage Cell,6.864343
DNAJB1,0.51825583,6.2394314766562025e-06,Macrophage Cell,1.4322227
KCP,2.1569111,9.077777861127476e-06,Macrophage Cell,4.4595904
SP140,2.4528055,1.4209976194980088e-05,Macrophage Cell,5.4747972
PTGS2,0.60000396,2.697742604076272e-05,Macrophage Cell,1.5157207
CLEC2D,0.8069285,4.3146255322930946e-05,Macrophage Cell,1.7494829
TMEM71,0.89454174,4.852749657127031e-05,Macrophage Cell,1.8590193
TPST2,0.752258,5.970691734156188e-05,Macrophage Cell,1.6844271
TTYH2,1.0803703,7.103257553253521e-05,Macrophage Cell,2.1145787
CD36,2.546582,8.534325667630686e-05,Macrophage Cell,5.8424845
ISG15,0.5640957,9.091690203952395e-05,Macrophage Cell,1.4784606
BCL2,0.60585284,0.00012119133121145773,Macrophage Cell,1.5218782
SREBF1,0.59927964,0.00013364436582492613,Macrophage Cell,1.5149599
PIK3R6,4.2666836,0.00016366727856894722,Macrophage Cell,19.248625
RGS2,0.4716177,0.0001686853839863774,Macrophage Cell,1.3866634
KIF21B,2.9503083,0.00024883984032664697,Macrophage Cell,7.729142
PPM1M,0.7726246,0.00032602437453415305,Macrophage Cell,1.708375
TSTD1,0.6027964,0.0003382812083925676,Macrophage Cell,1.5186573
TGFA,2.2510388,0.00035895209812800345,Macrophage Cell,4.760255
CD244,3.738415,0.00036920695975147156,Macrophage Cell,13.346735
PARP12,0.9524718,0.0004390097485456357,Macrophage Cell,1.9351854
BEST1,0.54381424,0.00045155475674032704,Macrophage Cell,1.4578216
PIK3IP1,0.5391516,0.0004585867592428813,Macrophage Cell,1.4531177
S100A10,0.4675591,0.0005090509163880878,Macrophage Cell,1.382768
NR4A1,0.39978147,0.0005390217566112839,Macrophage Cell,1.319308
RUNX3,1.2669483,0.0005442891475842639,Macrophage Cell,2.40652
MSMO1,0.50955784,0.0008772099182394108,Macrophage Cell,1.4236138
MATK,2.1485534,0.0008978193838181314,Macrophage Cell,4.43383
USB1,0.60190046,0.0009128813798191592,Macrophage Cell,1.5177146
LY9,3.1784508,0.0009558640749243525,Macrophage Cell,9.053345
RSAD2,1.0842111,0.0010020256964078673,Macrophage Cell,2.1202157
CD163L1,3.1223197,0.0010442815983822801,Macrophage Cell,8.707869
IFIH1,0.8025999,0.0023173614697034736,Macrophage Cell,1.7442416
BTG1,0.29044095,0.0023682458953982236,Macrophage Cell,1.223014
RPGRIP1,4.4112287,0.002651713173945465,Macrophage Cell,21.277086
CREB5,0.5033594,0.002871010815009245,Macrophage Cell,1.4175104
LTB,1.1692336,0.0034648857407956566,Macrophage Cell,2.2489219
TNS3,0.48940858,0.0045616622537919165,Macrophage Cell,1.4038693
PPFIBP2,0.70279634,0.0053169972246512745,Macrophage Cell,1.6276566
CDA,1.1019012,0.005672469989984412,Macrophage Cell,2.1463735
IFIT2,0.5316872,0.007509655144402814,Macrophage Cell,1.4456187
SLAMF1,2.396997,0.007840706199522231,Macrophage Cell,5.267057
CHIT1,4.069563,0.008040374367034786,Macrophage Cell,16.790379
PTCH2,0.5854439,0.010765788970525028,Macrophage Cell,1.5005007
KIFC1,1.694213,0.011103259753101615,Macrophage Cell,3.2360032
RPL39L,0.3677861,0.01324071772707096,Macrophage Cell,1.2903712
XAF1,0.47332034,0.018999474810791225,Macrophage Cell,1.3883009
NOTCH1,0.517727,0.02076946595330827,Macrophage Cell,1.4316978
LRP8,1.1411283,0.021261580283649693,Macrophage Cell,2.2055345
TNFRSF18,1.6188421,0.022155399550192873,Macrophage Cell,3.0712845
PDE2A,1.014388,0.02223315076010336,Macrophage Cell,2.0200458
STAT4,1.0803554,0.02276778564783778,Macrophage Cell,2.1145568
LAT,0.78459007,0.02450082535540104,Macrophage Cell,1.7226028
AGAP3,0.44094458,0.025334731189980593,Macrophage Cell,1.3574928
AIM2,2.719755,0.025881111189283417,Macrophage Cell,6.587609
HPSE,1.4609964,0.030982551965929875,Macrophage Cell,2.7529843
RHOH,0.9771463,0.0339982026986782,Macrophage Cell,1.9685677
PATL2,1.4454994,0.03997132139987369,Macrophage Cell,2.7235708
